segment,covariate,category_A,category_B,contrast,lineage,celltype,analysis_type,n_samples_A,n_samples_B,n_donors_A,n_donors_B,n_datasets_A,n_datasets_B,mean_clr_A,mean_clr_B,delta_clr_B_minus_A,median_within_lineage_pct_A,median_within_lineage_pct_B,delta_median_pct_B_minus_A,mannwhitney_p_value,n_datasets_with_multiple_categories,n_datasets_with_two_categories_each_n_ge_5,within_study_contrast_supported,mannwhitney_fdr_within_segment_covariate_contrast
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Crypt Bottom Fibroblasts (S2A),inferential,7,6,5,6,3,2,-0.13233188671932952,0.039215163372310936,0.17154705009164045,0.0,0.0,0.0,0.8841690592371709,3,1,True,1.0
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Crypt Top Fibroblasts (S2B),inferential,7,6,5,6,3,2,0.024612725947543268,-0.14388688473904074,-0.168499610686584,0.0,0.0,0.0,0.20896658772180898,3,1,True,0.6547619748616681
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Fibroblastic Reticular Cells (FRC),inferential,7,6,5,6,3,2,0.18155733861441606,0.03921516337231087,-0.14234217524210518,0.0,0.0,0.0,0.6064979888020765,3,1,True,0.929203704359067
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Follicular Dendritic Cells (fDC),inferential,7,6,5,6,3,2,-0.13233188671932952,0.03921516337231087,0.1715470500916404,0.0,0.0,0.0,0.7117304969558811,3,1,True,0.929203704359067
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Glia,inferential,7,6,5,6,3,2,-0.13233188671932952,0.03921516337231087,0.1715470500916404,0.0,0.0,0.0,0.9413424538544576,3,1,True,1.0
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Interstitial Cells of Cajal (ICC),inferential,7,6,5,6,3,2,0.4954465639481618,-0.14388688473904074,-0.6393334486872025,0.0,0.0,0.0,0.08172028164814853,3,1,True,0.6547619748616681
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Lamina propria Fibroblasts (S1),inferential,7,6,5,6,3,2,0.2545324277238433,0.8439341195893612,0.5894016918655178,0.0,25.0,25.0,0.4182796568171392,3,1,True,0.7910265247576197
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Lymphatic Endothelial,inferential,7,6,5,6,3,2,-0.13233188671932952,-0.14388688473904074,-0.011554998019711216,0.0,0.0,0.0,0.7117304969558811,3,1,True,0.929203704359067
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Marginal Reticular Cells (MRC),inferential,7,6,5,6,3,2,0.1815573386144161,0.22231721148366254,0.04075987286924643,0.0,0.0,0.0,1.0,3,1,True,1.0
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Medullary Sinus Endothelial,inferential,7,6,5,6,3,2,-0.13233188671932952,0.03921516337231087,0.1715470500916404,0.0,0.0,0.0,0.7117304969558811,3,1,True,0.929203704359067
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Mesenchymal Lymphoid Tissue Organizer Cells (mLTo Cells),inferential,7,6,5,6,3,2,-0.13233188671932952,0.03921516337231087,0.1715470500916404,0.0,0.0,0.0,0.7117304969558811,3,1,True,0.929203704359067
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Muscularis Propria Fibroblasts,inferential,7,6,5,6,3,2,0.1456552774314295,-0.14388688473904074,-0.28954216217047024,0.0,0.0,0.0,0.20896658772180898,3,1,True,0.6547619748616681
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Myofibroblasts,inferential,7,6,5,6,3,2,-0.13233188671932952,0.03921516337231087,0.1715470500916404,0.0,0.0,0.0,0.7117304969558811,3,1,True,0.929203704359067
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Post Arteriole Capillary Endothelial (PAC),inferential,7,6,5,6,3,2,0.024612725947543268,0.30745481544466097,0.2828420894971177,0.0,0.0,0.0,0.6049145300823384,3,1,True,0.929203704359067
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Pre Venule Capillary Endothelial (PVC),inferential,7,6,5,6,3,2,0.024612725947543268,-0.14388688473904074,-0.168499610686584,0.0,0.0,0.0,0.20896658772180898,3,1,True,0.6547619748616681
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Secretory Pericytes,inferential,7,6,5,6,3,2,-0.13233188671932952,-0.14388688473904074,-0.011554998019711216,0.0,0.0,0.0,0.7117304969558811,3,1,True,0.929203704359067
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Smooth Muscle Cells (SMC),inferential,7,6,5,6,3,2,-0.13233188671932952,-0.14388688473904074,-0.011554998019711216,0.0,0.0,0.0,0.7117304969558811,3,1,True,0.929203704359067
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Submucosal Fibroblasts (S3),inferential,7,6,5,6,3,2,0.18155733861441606,-0.14388688473904074,-0.3254442233534568,0.0,0.0,0.0,0.06465083609016464,3,1,True,0.6547619748616681
ileum,radial_tissue_term,EPI_LP,LP,LP minus EPI_LP,stroma,Venular Endothelial,inferential,7,6,5,6,3,2,0.02461272594754333,0.03921516337231087,0.014602437424767536,0.0,0.0,0.0,0.941930944619722,3,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,BEST4 Colonocytes,inferential,21,27,21,21,5,6,-0.0375580255107314,-0.07746450497812801,-0.03990647946739661,0.0,0.0,0.0,0.8322108620129183,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,BEST4 Enterocytes,inferential,21,27,21,21,5,6,0.023059387623215605,0.2750066624981849,0.25194727487496926,0.0,0.0,0.0,0.1668945060268232,6,1,True,0.8256886087642833
ileum,sex_ontology_term,female,male,male minus female,epithelial,Brunners Gland Cells,inferential,21,27,21,21,5,6,-0.18253528444994205,-0.15884319302761762,0.023692091422324424,0.0,0.0,0.0,0.9659232836001721,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,Colonocyte Progenitors,inferential,21,27,21,21,5,6,-0.18253528444994205,-0.15884319302761762,0.023692091422324424,0.0,0.0,0.0,0.9659232836001721,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,Crypt Top Colonocytes,inferential,21,27,21,21,5,6,-0.18253528444994205,-0.11815384900287285,0.0643814354470692,0.0,0.0,0.0,0.7165036733376322,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,epithelial,EEC Enterochromaffin (EC),inferential,21,27,21,21,5,6,-0.18253528444994205,-0.15884319302761762,0.023692091422324424,0.0,0.0,0.0,0.9659232836001721,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,EEC L,inferential,21,27,21,21,5,6,-0.18253528444994205,-0.15884319302761762,0.023692091422324424,0.0,0.0,0.0,0.9659232836001721,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,EEC N,inferential,21,27,21,21,5,6,-0.13022041356098443,-0.11815384900287283,0.0120665645581116,0.0,0.0,0.0,0.9319086962943446,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,EEC Progenitors,inferential,21,27,21,21,5,6,-0.13022041356098443,-0.15884319302761762,-0.02862277946663319,0.0,0.0,0.0,0.9660716939138011,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,EEC S,inferential,21,27,21,21,5,6,-0.18253528444994205,-0.11815384900287283,0.06438143544706922,0.0,0.0,0.0,0.653735287127933,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,epithelial,Enterocyte Progenitors,inferential,21,27,21,21,5,6,0.12894233455910095,0.2765812405254258,0.14763890596632487,0.0,0.0,0.0,0.3583471201703571,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,epithelial,Enteroendocrine Cells (EEC),inferential,21,27,21,21,5,6,-0.18253528444994205,-0.15884319302761762,0.023692091422324424,0.0,0.0,0.0,0.9659232836001721,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,Epithelial,inferential,21,27,21,21,5,6,-0.025590671783069226,-0.07746450497812801,-0.05187383319505878,0.0,0.0,0.0,0.7085890866578216,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,epithelial,Foveolar Cells,inferential,21,27,21,21,5,6,-0.18253528444994205,-0.15884319302761762,0.023692091422324424,0.0,0.0,0.0,0.9659232836001721,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,Goblet Cells,inferential,21,27,21,21,5,6,0.3979563483387264,0.24234942935789497,-0.15560691898083143,0.0,0.0,0.0,0.5217422752844058,6,1,True,0.9682165092223519
ileum,sex_ontology_term,female,male,male minus female,epithelial,Intestinal Stem Cells (ISC),inferential,21,27,21,21,5,6,-0.08987289639968903,-0.017855693406494694,0.07201720299319433,0.0,0.0,0.0,0.5933257725904932,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,epithelial,Lower Crypt Colonocytes,inferential,21,27,21,21,5,6,-0.18253528444994205,-0.15884319302761762,0.023692091422324424,0.0,0.0,0.0,0.9659232836001721,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,Lower Villus Enterocytes,inferential,21,27,21,21,5,6,0.34329908486925576,0.30893735788485455,-0.03436172698440121,0.0,0.0,0.0,0.7325205410039172,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,epithelial,Mature Goblet Cells,inferential,21,27,21,21,5,6,0.2531312270612547,0.031588790546554994,-0.22154243651469968,0.0,0.0,0.0,0.14635096939241138,6,1,True,0.805127351437369
ileum,sex_ontology_term,female,male,male minus female,epithelial,Microfold Cells (M Cells),inferential,21,27,21,21,5,6,-0.05358051296888442,-0.07746450497812801,-0.02388399200924359,0.0,0.0,0.0,0.8741621147278664,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,Mid Crypt Colonocytes,inferential,21,27,21,21,5,6,-0.18253528444994205,-0.15884319302761762,0.023692091422324424,0.0,0.0,0.0,0.9659232836001721,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,epithelial,Mid Villus Enterocytes,inferential,21,27,21,21,5,6,0.4853286797048455,0.2877389417242155,-0.19758973798063,0.0,0.0,0.0,0.1541733226156664,6,1,True,0.805127351437369
ileum,sex_ontology_term,female,male,male minus female,epithelial,Paneth Cells,inferential,21,27,21,21,5,6,0.06707171626718379,0.04460352709610643,-0.02246818917107736,0.0,0.0,0.0,0.5297009375165247,6,1,True,0.9682165092223519
ileum,sex_ontology_term,female,male,male minus female,epithelial,Secretory Progenitors,inferential,21,27,21,21,5,6,0.08244187780351953,0.001063774140393858,-0.08137810366312567,0.0,0.0,0.0,0.4418975817023979,6,1,True,0.9030081017396827
ileum,sex_ontology_term,female,male,male minus female,epithelial,Transiently Amplifying Cells (TA),inferential,21,27,21,21,5,6,0.15326736426224338,0.3413067313000524,0.18803936703780902,0.0,0.0,0.0,0.5356091327613011,6,1,True,0.9682165092223519
ileum,sex_ontology_term,female,male,male minus female,epithelial,Tuft Cells,inferential,21,27,21,21,5,6,-0.13022041356098443,-0.058545037431239476,0.07167537612974495,0.0,0.0,0.0,0.7486547650815472,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,epithelial,Tuft Progenitors,inferential,21,27,21,21,5,6,0.02672419910588837,-0.07746450497812801,-0.10418870408401638,0.0,0.0,0.0,0.29103395113097674,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,epithelial,Villus Tip Enterocytes,inferential,21,27,21,21,5,6,0.46139397224952106,0.3611325799337485,-0.10026139231577258,0.0,0.0,0.0,0.3364310024665188,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD4 Memory,inferential,12,12,12,10,6,5,0.19988311089018904,0.5501149354515762,0.35023182456138713,0.9259259259259258,0.0,-0.9259259259259258,0.5830326809296239,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD4 Naive,inferential,12,12,12,10,6,5,0.18391684475858203,-0.2569182538442536,-0.44083509860283565,0.0,0.0,0.0,0.2850570563218616,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD4 Tfh,inferential,12,12,12,10,6,5,0.17762164895517663,-0.07381620573290204,-0.25143785468807867,0.0,0.0,0.0,0.7506221367518198,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD4 Tfr,inferential,12,12,12,10,6,5,-0.11251017698230703,-0.10185555878466972,0.010654618197637314,0.0,0.0,0.0,0.5063505698070192,6,1,True,0.9682165092223519
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD4 Th17,inferential,12,12,12,10,6,5,0.6686767682882028,0.43544927248373927,-0.2332274958044635,3.167641325536062,0.0,-3.167641325536062,0.21409495934893352,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD4 Tr1,inferential,12,12,12,10,6,5,-0.4932437221337418,-0.32752640887652057,0.16571731325722122,0.0,0.0,0.0,0.12569270458239135,6,1,True,0.7384446394215491
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD4 pTreg,inferential,12,12,12,10,6,5,-0.5638518771660087,0.060303620303273,0.6241554974692817,0.0,0.0,0.0,0.01012748925643856,6,1,True,0.31732799670174155
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD4 tTreg,inferential,12,12,12,10,6,5,-0.5638518771660087,-0.010304534728993878,0.5535473424370149,0.0,0.0,0.0,0.022458703694481292,6,1,True,0.3518530245468736
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD8 Circulating Effector Memory,inferential,12,12,12,10,6,5,-0.12703962591103854,0.039360751279864194,0.16640037719090273,0.0,0.0,0.0,0.340358371306122,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD8 Effector Memory,inferential,12,12,12,10,6,5,-0.4555782951551537,-0.19340658284034554,0.2621717123148082,0.0,0.0,0.0,0.06037813526374686,6,1,True,0.5982890716320213
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD8 IEL,inferential,12,12,12,10,6,5,0.09221780408613493,0.37752549445079975,0.2853076903646648,0.0,0.0,0.0,0.6647316628002049,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD8 Memory Exhausted,inferential,12,12,12,10,6,5,-0.6554029012216844,-0.4190774329321964,0.23632546828948803,0.0,0.0,0.0,0.12569270458239135,6,1,True,0.7384446394215491
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD8 Naive,inferential,12,12,12,10,6,5,-0.21859064996671432,-0.4190774329321964,-0.20048678296548209,0.0,0.0,0.0,0.340358371306122,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,lymphoid,CD8 TRM,inferential,12,12,12,10,6,5,1.4735107833486756,1.0810825893875642,-0.3924281939611114,5.3418803418803416,9.75,4.4081196581196584,0.40209428035894934,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,lymphoid,GC B Dark Zone (GC B DZ),inferential,12,12,12,10,6,5,0.6909802117522307,-0.205331653143735,-0.8963118648959657,5.555555555555555,0.0,-5.555555555555555,0.08825668633985301,6,1,True,0.7384446394215491
ileum,sex_ontology_term,female,male,male minus female,lymphoid,GC B Light Zone (GC B LZ),inferential,12,12,12,10,6,5,0.7826343711346023,-0.205331653143735,-0.9879660242783374,6.944444444444445,0.0,-6.944444444444445,0.016480823372450094,6,1,True,0.3518530245468736
ileum,sex_ontology_term,female,male,male minus female,lymphoid,Gamma Delta T Cells,inferential,12,12,12,10,6,5,-0.5638518771660087,-0.4190774329321964,0.1447744442338123,0.0,0.0,0.0,0.3704279148024535,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,lymphoid,ILC3,inferential,12,12,12,10,6,5,-0.1976477809433055,-0.14442436076516904,0.05322342017813647,0.0,0.0,0.0,0.7506221367518198,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,lymphoid,MAIT Cells,inferential,12,12,12,10,6,5,-0.6554029012216844,-0.23597538482084476,0.41942751640083964,0.0,0.0,0.0,0.01012748925643856,6,1,True,0.31732799670174155
ileum,sex_ontology_term,female,male,male minus female,lymphoid,Memory B,inferential,12,12,12,10,6,5,1.148057821523672,0.09796904728186114,-1.050088774241811,10.520833333333332,0.0,-10.520833333333332,0.022458703694481292,6,1,True,0.3518530245468736
ileum,sex_ontology_term,female,male,male minus female,lymphoid,NK Cells,inferential,12,12,12,10,6,5,0.09863122418081227,-0.10185555878466979,-0.20048678296548206,0.9259259259259258,0.0,-0.9259259259259258,0.5830326809296239,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,lymphoid,NKT Cells,inferential,12,12,12,10,6,5,0.22633763012230987,0.27821693513962287,0.051879305017313,1.1627906976744187,0.0,-1.1627906976744187,0.9769502088750935,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,lymphoid,Naive B,inferential,12,12,12,10,6,5,0.513490295510603,-0.205331653143735,-0.718821948654338,2.2739018087855296,0.0,-2.2739018087855296,0.03493048545540133,6,1,True,0.4690665189725322
ileum,sex_ontology_term,female,male,male minus female,lymphoid,Plasma Cells,inferential,12,12,12,10,6,5,-0.5212830751855094,0.5043510711131528,1.0256341462986622,0.0,0.0,0.0,0.007209343358251423,6,1,True,0.31732799670174155
ileum,sex_ontology_term,female,male,male minus female,lymphoid,Plasma IGA,inferential,12,12,12,10,6,5,-0.47230085311033293,0.13091177533554002,0.603212628445873,0.0,0.0,0.0,0.2850570563218616,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,lymphoid,Plasma IGG,inferential,12,12,12,10,6,5,-0.6554029012216844,-0.2359753848208448,0.41942751640083964,0.0,0.0,0.0,0.06037813526374686,6,1,True,0.5982890716320213
ileum,sex_ontology_term,female,male,male minus female,myeloid,Classical Monocytes,inferential,15,9,15,9,6,5,-0.12201505246584707,-0.027104629815320455,0.09491042265052661,0.0,0.0,0.0,0.6309132411313899,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,myeloid,Cycling Macrophages,inferential,15,9,15,9,6,5,0.02446658602323426,0.09496340225891403,0.07049681623567977,0.0,0.0,0.0,0.9498343871622048,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,myeloid,Eosinophils,inferential,15,9,15,9,6,5,-0.048774233221306404,-0.027104629815320455,0.02166960340598595,0.0,0.0,0.0,0.8155517887960326,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,myeloid,Follicle Associated Resident Macrophages,inferential,15,9,15,9,6,5,0.42472572383033685,-0.027104629815320407,-0.45183035364565727,0.0,0.0,0.0,0.0636477735778746,6,1,True,0.5982890716320213
ileum,sex_ontology_term,female,male,male minus female,myeloid,Homeostatic Macrophages,inferential,15,9,15,9,6,5,-0.12201505246584707,0.09496340225891399,0.21697845472476107,0.0,0.0,0.0,0.42383670964272624,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,myeloid,M0 Macrophages,inferential,15,9,15,9,6,5,0.18824897087798784,0.4804303034562709,0.29218133257828305,0.0,0.0,0.0,1.0,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,myeloid,Mast Cells,inferential,15,9,15,9,6,5,-0.12201505246584707,0.029653772825345204,0.15166882529119227,0.0,0.0,0.0,0.6309132411313899,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,myeloid,Monocyte Derived Dendritic Cells (MO DC),inferential,15,9,15,9,6,5,0.09770740526777492,-0.14917266188955486,-0.2468800671573298,0.0,0.0,0.0,0.3887107922024444,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,myeloid,Neutrophils,inferential,15,9,15,9,6,5,0.08095311004904779,0.02965377282534518,-0.05129933722370261,0.0,0.0,0.0,0.739155717862751,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,myeloid,Nonclassical Monocytes,inferential,15,9,15,9,6,5,-0.12201505246584707,-0.14917266188955486,-0.02715760942370779,0.0,0.0,0.0,0.6804806693409928,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,myeloid,Perivascular Resident Macrophages,inferential,15,9,15,9,6,5,-0.12201505246584707,0.15172180489957965,0.27373685736542674,0.0,0.0,0.0,0.5713586174129248,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,myeloid,Tolerogenic cDC2,inferential,15,9,15,9,6,5,-0.04877423322130644,-0.14917266188955486,-0.10039842866824841,0.0,0.0,0.0,0.3032362067951556,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,myeloid,cDC1,inferential,15,9,15,9,6,5,-0.04877423322130645,-0.14917266188955486,-0.10039842866824841,0.0,0.0,0.0,0.3722594015500793,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,myeloid,cDC2,inferential,15,9,15,9,6,5,0.11108545163191827,0.09496340225891393,-0.016122049373004335,0.0,0.0,0.0,0.8368661737214105,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,myeloid,migDC,inferential,15,9,15,9,6,5,-0.12201505246584707,-0.14917266188955486,-0.02715760942370779,0.0,0.0,0.0,0.6804806693409928,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,myeloid,pDC,inferential,15,9,15,9,6,5,-0.04877423322130644,-0.14917266188955486,-0.10039842866824841,0.0,0.0,0.0,0.3032362067951556,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,stroma,Adipocytes,inferential,5,10,5,6,3,3,-0.16350915928128124,0.03515241882313482,0.19866157810441606,0.0,0.0,0.0,0.8531990842755246,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,stroma,Angiogenic Pericytes,inferential,5,10,5,6,3,3,0.05621329845234069,-0.23565260128708618,-0.2918658997394269,0.0,0.0,0.0,0.2412337884368716,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,stroma,Arteriolar Endothelial,inferential,5,10,5,6,3,3,-0.16350915928128124,0.44252880427534286,0.6060379635566241,0.0,0.0,0.0,0.422650063676563,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,stroma,Capillary Endothelial,inferential,5,10,5,6,3,3,0.05621329845234069,-0.34551383015389714,-0.4017271286062378,0.0,0.0,0.0,0.12307726620624795,6,1,True,0.7384446394215491
ileum,sex_ontology_term,female,male,male minus female,stroma,Contractile Pericytes,inferential,5,10,5,6,3,3,-0.16350915928128124,0.2749419461029719,0.43845110538425314,0.0,0.0,0.0,0.1952280338050152,6,1,True,0.8738778656034014
ileum,sex_ontology_term,female,male,male minus female,stroma,Crypt Bottom Fibroblasts (S2A),inferential,5,10,5,6,3,3,0.05621329845234078,-0.34551383015389714,-0.40172712860623794,0.0,0.0,0.0,0.32501743338787636,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,stroma,Crypt Top Fibroblasts (S2B),inferential,5,10,5,6,3,3,-0.16350915928128124,-0.23565260128708618,-0.07214344200580494,0.0,0.0,0.0,0.7577802816735341,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,stroma,Fibroblastic Reticular Cells (FRC),inferential,5,10,5,6,3,3,0.05621329845234069,-0.12579137242027522,-0.1820046708726159,0.0,0.0,0.0,0.3561703279493218,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,stroma,Follicular Dendritic Cells (fDC),inferential,5,10,5,6,3,3,0.05621329845234069,-0.34551383015389714,-0.4017271286062378,0.0,0.0,0.0,0.12307726620624795,6,1,True,0.7384446394215491
ileum,sex_ontology_term,female,male,male minus female,stroma,Glia,inferential,5,10,5,6,3,3,-0.16350915928128124,-0.23565260128708618,-0.07214344200580494,0.0,0.0,0.0,0.49863619986772045,6,1,True,0.9682165092223519
ileum,sex_ontology_term,female,male,male minus female,stroma,Interstitial Cells of Cajal (ICC),inferential,5,10,5,6,3,3,-0.16350915928128124,0.09393108531334675,0.257440244594628,0.0,0.0,0.0,1.0,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,stroma,Lamina propria Fibroblasts (S1),inferential,5,10,5,6,3,3,0.8021535881791791,0.40150858343609946,-0.4006450047430797,0.0,3.3333333333333335,3.3333333333333335,0.6667684919523206,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,stroma,Lymphatic Endothelial,inferential,5,10,5,6,3,3,-0.16350915928128124,0.35967173214169224,0.5231808914229734,0.0,0.0,0.0,0.422650063676563,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,stroma,Marginal Reticular Cells (MRC),inferential,5,10,5,6,3,3,0.27593575618596267,-0.23565260128708618,-0.5115883574730489,0.0,0.0,0.0,0.177134192135179,6,1,True,0.8325307030353413
ileum,sex_ontology_term,female,male,male minus female,stroma,Medullary Sinus Endothelial,inferential,5,10,5,6,3,3,0.05621329845234069,0.09393108531334673,0.03771778686100605,0.0,0.0,0.0,1.0,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,stroma,Mesenchymal Lymphoid Tissue Organizer Cells (mLTo Cells),inferential,5,10,5,6,3,3,0.05621329845234069,-0.34551383015389714,-0.4017271286062378,0.0,0.0,0.0,0.12307726620624795,6,1,True,0.7384446394215491
ileum,sex_ontology_term,female,male,male minus female,stroma,Muscularis Propria Fibroblasts,inferential,5,10,5,6,3,3,-0.16350915928128124,-0.04106158638155481,0.12244757289972642,0.0,0.0,0.0,0.8531990842755246,6,1,True,1.0
ileum,sex_ontology_term,female,male,male minus female,stroma,Myofibroblasts,inferential,5,10,5,6,3,3,0.05621329845234069,-0.23565260128708615,-0.29186589973942684,0.0,0.0,0.0,0.294385405995941,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,stroma,Post Arteriole Capillary Endothelial (PAC),inferential,5,10,5,6,3,3,0.1583784232055388,0.03515241882313482,-0.12322600438240397,0.0,0.0,0.0,0.6659189302187654,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,stroma,Pre Venule Capillary Endothelial (PVC),inferential,5,10,5,6,3,3,-0.16350915928128124,-0.015930143553464227,0.147579015727817,0.0,0.0,0.0,0.422650063676563,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,stroma,Secretory Pericytes,inferential,5,10,5,6,3,3,-0.16350915928128124,-0.34551383015389714,-0.1820046708726159,0.0,0.0,0.0,0.3548665994806586,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,stroma,Smooth Muscle Cells (SMC),inferential,5,10,5,6,3,3,-0.16350915928128124,-0.23565260128708615,-0.07214344200580491,0.0,0.0,0.0,0.7577802816735341,6,1,True,0.975771869552222
ileum,sex_ontology_term,female,male,male minus female,stroma,Submucosal Fibroblasts (S3),inferential,5,10,5,6,3,3,0.05621329845234069,0.9417139321027428,0.8855006336504021,0.0,3.8461538461538463,3.8461538461538463,0.2412337884368716,6,1,True,0.885347793475917
ileum,sex_ontology_term,female,male,male minus female,stroma,Venular Endothelial,inferential,5,10,5,6,3,3,0.05621329845234069,0.6457358545154744,0.5895225560631338,0.0,0.0,0.0,0.4974716154436776,6,1,True,0.9682165092223519
ileum,age_range,30-39,40-49,40-49 minus 30-39,epithelial,BEST4 Colonocytes,inferential,5,5,5,5,2,3,-0.15830709067796586,-0.1450694464079169,0.013237644270048948,0.0,0.0,0.0,1.0,6,1,True,1.0
