segment,covariate,lineage,celltype,analysis_type,n_categories_tested,categories_tested,n_samples,n_donors,n_datasets,omega_squared,kruskal_p_value,highest_median_pct_category,highest_median_within_lineage_pct,lowest_median_pct_category,lowest_median_within_lineage_pct,n_datasets_with_multiple_categories,n_datasets_with_two_categories_each_n_ge_5,within_study_contrast_supported,spearman_age_rho,spearman_age_p_value,kruskal_fdr_within_segment_covariate,spearman_age_fdr_within_segment_covariate
colon,age_range,epithelial,Intestinal Stem Cells (ISC),inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.1041361437952692,0.013632911932443419,10-19,6.097322649990229,60-69,0.37053182214472535,11,3,True,-0.29263146106500587,0.0020162468800206915,0.041020693857428736,0.008614873032815681
colon,age_range,epithelial,Lower Crypt Colonocytes,inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.0,0.9104787465958106,30-39,34.59244532803181,40-49,18.2721143787051,11,3,True,0.024912824260420373,0.7970716240496762,0.9302717628261543,0.8612038236858571
colon,age_range,epithelial,Lower Villus Enterocytes,inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.035472017875028364,0.16273103870480082,0-9,0.0,0-9,0.0,11,3,True,-0.18177735216002,0.058527737467030404,0.2317684490644133,0.12143462417335173
colon,age_range,epithelial,Mature Goblet Cells,inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.11498814713057509,0.006230333795595151,40-49,0.7783058503210549,0-9,0.0,11,3,True,0.3680633329230138,8.231965374314959e-05,0.022562741430801832,0.0009672559314820077
colon,age_range,epithelial,Microfold Cells (M Cells),inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.07195108347203108,0.025540059325132983,0-9,0.0,0-9,0.0,11,3,True,-0.21287605373601765,0.026255810708934603,0.057715999509766455,0.06494858438525929
colon,age_range,epithelial,Mid Crypt Colonocytes,inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.0815154071809044,0.02578799978095948,60-69,5.523638530620923,0-9,0.5747126436781609,11,3,True,0.3007165765180924,0.001486751674230642,0.057715999509766455,0.007355508283035808
colon,age_range,epithelial,Mid Villus Enterocytes,inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.0,0.6641196538453111,0-9,0.0,0-9,0.0,11,3,True,-0.014143054405566558,0.8839507659152771,0.7089586760260751,0.9130919999564401
colon,age_range,epithelial,Paneth Cells,inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.041309010808484,0.07674737919684549,0-9,0.0,0-9,0.0,11,3,True,-0.04394617304967517,0.6500150636561873,0.13116824808188138,0.727397809329543
colon,age_range,epithelial,Secretory Progenitors,inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.03452784660131951,0.3075714491488215,40-49,0.9105180533751962,20-29,0.24813895781637718,11,3,True,-0.004225955963288875,0.9652138381819926,0.38041731868406875,0.9652138381819926
colon,age_range,epithelial,Transiently Amplifying Cells (TA),inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.11889050499546006,0.007351354534105742,30-39,5.263157894736842,20-29,0.24813895781637718,11,3,True,-0.14907212774848003,0.12184549762618782,0.02467954736449785,0.22025916878580104
