annotation_group,annotation_column,annotation_level,level_order,hgca_celltype_v1,n_samples,mean_clr,row_z
Tissue,tissue_level_1,colon,3,Secretory Progenitors,42,0.010677387415843115,1.2134275582321035
Tissue,tissue_level_1,colon,3,Arteriolar Endothelial,42,-0.07159081741588144,-0.38719391008882686
Tissue,tissue_level_1,colon,3,Capillary Endothelial,42,-0.12390568830483903,0.11408952744979797
Tissue,tissue_level_1,colon,3,Post Arteriole Capillary Endothelial (PAC),42,-0.07159081741588144,-0.14960530853250315
Tissue,tissue_level_1,colon,3,Pre Venule Capillary Endothelial (PVC),42,-0.12390568830483903,-0.04071914691137702
Tissue,tissue_level_1,colon,3,Venular Endothelial,42,-0.033270867119831425,-0.25570889771987493
Tissue,tissue_level_1,colon,3,Lymphatic Endothelial,42,-0.07159081741588144,-0.40182745528766395
Tissue,tissue_level_1,colon,3,Medullary Sinus Endothelial,42,-0.12390568830483903,-0.1441089209459302
Tissue,tissue_level_1,colon,3,Crypt Top Fibroblasts (S2B),42,-0.12390568830483903,0.11408952744979797
Tissue,tissue_level_1,colon,3,Crypt Bottom Fibroblasts (S2A),42,0.006881488917554958,1.8944288636573672
Tissue,tissue_level_1,colon,3,Lamina propria Fibroblasts (S1),42,-0.056448227732072,0.4259430451271704
Tissue,tissue_level_1,colon,3,Submucosal Fibroblasts (S3),42,-0.09774825286036025,-0.45909272200860196
Tissue,tissue_level_1,colon,3,Mesenchymal Lymphoid Tissue Organizer Cells (mLTo Cells),42,-0.12390568830483903,0.11408952744979797
Tissue,tissue_level_1,colon,3,Fibroblastic Reticular Cells (FRC),42,-0.059428302564310226,1.1684299664750337
Tissue,tissue_level_1,colon,3,Marginal Reticular Cells (MRC),42,-0.07159081741588144,0.864617470942312
Tissue,tissue_level_1,colon,3,Follicular Dendritic Cells (fDC),42,-0.12390568830483903,0.11408952744979797
Tissue,tissue_level_1,colon,3,Muscularis Propria Fibroblasts,42,-0.09774825286036025,0.5431157771293513
Tissue,tissue_level_1,colon,3,Myofibroblasts,42,-0.08558573800878902,0.8781831928057559
Tissue,tissue_level_1,colon,3,Interstitial Cells of Cajal (ICC),42,-0.12390568830483903,-0.09800695961358746
Tissue,tissue_level_1,colon,3,Angiogenic Pericytes,42,-0.09774825286036025,0.6341319410850478
Tissue,tissue_level_1,colon,3,Contractile Pericytes,42,-0.05141705883523374,-0.2554789760178165
Tissue,tissue_level_1,colon,3,Secretory Pericytes,42,-0.09774825286036025,0.8749380518684351
Tissue,tissue_level_1,colon,3,Glia,42,-0.07159081741588144,1.2427757487470077
Tissue,tissue_level_1,colon,3,Smooth Muscle Cells (SMC),42,-0.12390568830483903,0.11408952744979797
Tissue,tissue_level_1,colon,3,Adipocytes,42,-0.12390568830483903,-0.06889198556730713
Tissue,tissue_level_1,colon,3,Plasma Cells,42,0.19767011938312523,0.794182367072883
Tissue,tissue_level_1,colon,3,Plasma IGA,42,0.4458150626441668,0.18230856489827393
Tissue,tissue_level_1,colon,3,Plasma IGG,42,0.09410914715873703,2.021608691884389
Tissue,tissue_level_1,colon,3,GC B Dark Zone (GC B DZ),42,0.35700280461898126,0.2600418819116937
Tissue,tissue_level_1,colon,3,GC B Light Zone (GC B LZ),42,0.30993620425677015,0.650091857081084
Tissue,tissue_level_1,colon,3,Memory B,42,0.3520382181299925,0.5116704028351833
Tissue,tissue_level_1,colon,3,Naive B,42,0.2959412836638626,0.5844547639347486
Tissue,tissue_level_1,colon,3,CD4 Tfh,42,0.03921776234977389,-0.4039220512765007
Tissue,tissue_level_1,colon,3,CD4 Th17,42,0.31009714105831865,-0.55104068204461
Tissue,tissue_level_1,colon,3,CD4 Tr1,42,-0.12390568830483903,-0.4645040057975846
Tissue,tissue_level_1,colon,3,CD4 Tfr,42,-0.09774825286036025,0.055282226186649776
Tissue,tissue_level_1,colon,3,CD4 pTreg,42,0.03921776234977389,1.361893052022673
Tissue,tissue_level_1,colon,3,CD4 tTreg,42,-0.019275946526923833,-0.5002638865966303
Tissue,tissue_level_1,colon,3,CD4 Naive,42,0.030779430509110067,-0.5419170262198391
Tissue,tissue_level_1,colon,3,CD4 Memory,42,0.27847615289280137,0.3216007043662617
Tissue,tissue_level_1,colon,3,CD8 Effector Memory,42,0.1743513718185716,-0.11125698896591535
Tissue,tissue_level_1,colon,3,CD8 Circulating Effector Memory,42,0.20723659230555067,-0.22844847760910475
Tissue,tissue_level_1,colon,3,CD8 Memory Exhausted,42,-0.033270867119831425,0.1482032534384981
Tissue,tissue_level_1,colon,3,CD8 TRM,42,0.20234121300438682,-0.44234383747011113
Tissue,tissue_level_1,colon,3,CD8 IEL,42,0.4179285704494406,-0.07659161784472485
Tissue,tissue_level_1,colon,3,CD8 Naive,42,-0.05942830256431023,0.9489347626973983
Tissue,tissue_level_1,colon,3,Gamma Delta T Cells,42,0.04058847310742812,1.9519174836768063
Tissue,tissue_level_1,colon,3,MAIT Cells,42,0.04179427626977942,1.9552696338352162
Tissue,tissue_level_1,colon,3,NKT Cells,42,0.14983118099152018,0.7935319603900824
Tissue,tissue_level_1,colon,3,NK Cells,42,-0.014498072825444045,-0.07296764440334019
Tissue,tissue_level_1,colon,3,ILC3,42,-0.045433381971402634,0.3013709819276324
Tissue,tissue_level_1,colon,3,Classical Monocytes,42,-0.09774825286036025,-0.09972460818563805
Tissue,tissue_level_1,colon,3,Nonclassical Monocytes,42,-0.12390568830483903,-0.35584435274501675
Tissue,tissue_level_1,colon,3,Cycling Macrophages,42,-0.09774825286036025,-0.04791282518237806
Tissue,tissue_level_1,colon,3,Homeostatic Macrophages,42,-0.12390568830483903,-0.436608166055534
Tissue,tissue_level_1,colon,3,M0 Macrophages,42,-0.09774825286036025,0.055320118618373174
Tissue,tissue_level_1,colon,3,Perivascular Resident Macrophages,42,-0.09774825286036025,0.5785801726104958
Tissue,tissue_level_1,colon,3,Follicle Associated Resident Macrophages,42,-0.09774825286036025,0.09733077205809341
Tissue,tissue_level_1,colon,3,migDC,42,-0.09774825286036025,0.8749380518684351
Tissue,tissue_level_1,colon,3,cDC1,42,-0.07159081741588144,0.5016991783902813
Tissue,tissue_level_1,colon,3,cDC2,42,-0.05942830256431023,0.7918534006786496
Tissue,tissue_level_1,colon,3,Tolerogenic cDC2,42,-0.12390568830483903,0.11408952744979797
Tissue,tissue_level_1,colon,3,pDC,42,-0.12390568830483903,0.11408952744979797
Tissue,tissue_level_1,colon,3,Monocyte Derived Dendritic Cells (MO DC),42,-0.12390568830483903,-0.4592373666427101
Tissue,tissue_level_1,colon,3,Mast Cells,42,-0.08558573800878902,-0.27769514382901245
Tissue,tissue_level_1,colon,3,Neutrophils,42,-0.12390568830483903,-0.10982077435714521
Tissue,tissue_level_1,colon,3,Eosinophils,42,-0.047265787712739024,1.4389987761155854
Tissue,tissue_level_1,mesentery,4,Epithelial,1,-0.155707341596102,-0.9132401574903262
Tissue,tissue_level_1,mesentery,4,Enterocyte Progenitors,1,-0.155707341596102,-0.6927586011569161
Tissue,tissue_level_1,mesentery,4,Lower Villus Enterocytes,1,-0.155707341596102,-0.6858785360613161
Tissue,tissue_level_1,mesentery,4,Mid Villus Enterocytes,1,-0.155707341596102,-0.8220577560351464
Tissue,tissue_level_1,mesentery,4,Villus Tip Enterocytes,1,-0.155707341596102,-0.8661554648453497
Tissue,tissue_level_1,mesentery,4,BEST4 Enterocytes,1,-0.155707341596102,-1.1432173691642027
Tissue,tissue_level_1,mesentery,4,Colonocyte Progenitors,1,-0.155707341596102,-0.6219842175476813
Tissue,tissue_level_1,mesentery,4,Lower Crypt Colonocytes,1,-0.155707341596102,-0.5702408519617892
Tissue,tissue_level_1,mesentery,4,Mid Crypt Colonocytes,1,-0.155707341596102,-0.6521860865430448
Tissue,tissue_level_1,mesentery,4,Crypt Top Colonocytes,1,-0.155707341596102,-0.730615865489802
Tissue,tissue_level_1,mesentery,4,BEST4 Colonocytes,1,-0.155707341596102,-0.8144387380449858
Tissue,tissue_level_1,mesentery,4,Microfold Cells (M Cells),1,-0.155707341596102,-0.928249266299257
Tissue,tissue_level_1,mesentery,4,Enteroendocrine Cells (EEC),1,-0.155707341596102,-0.9371995827142423
Tissue,tissue_level_1,mesentery,4,EEC Progenitors,1,-0.155707341596102,-0.8000095363488369
Tissue,tissue_level_1,mesentery,4,EEC S,1,-0.155707341596102,-0.891770325012741
Tissue,tissue_level_1,mesentery,4,EEC Enterochromaffin (EC),1,-0.155707341596102,-0.9371995827142423
Tissue,tissue_level_1,mesentery,4,EEC L,1,-0.155707341596102,-0.6274836928403311
Tissue,tissue_level_1,mesentery,4,EEC N,1,-0.155707341596102,-0.6642740698331268
Tissue,tissue_level_1,mesentery,4,Brunners Gland Cells,1,-0.155707341596102,-0.7869411306054254
Tissue,tissue_level_1,mesentery,4,Paneth Cells,1,-0.155707341596102,-0.7737272300933216
Tissue,tissue_level_1,mesentery,4,Tuft Cells,1,-0.155707341596102,-0.8180006244363838
Tissue,tissue_level_1,mesentery,4,Tuft Progenitors,1,-0.155707341596102,-0.7655748773792371
Tissue,tissue_level_1,mesentery,4,Goblet Cells,1,-0.155707341596102,-0.877189747187635
Tissue,tissue_level_1,mesentery,4,Mature Goblet Cells,1,-0.155707341596102,-0.6741275470823443
Tissue,tissue_level_1,mesentery,4,Foveolar Cells,1,-0.155707341596102,-0.5210273778805132
Tissue,tissue_level_1,mesentery,4,Intestinal Stem Cells (ISC),1,-0.155707341596102,-0.7668504275274168
Tissue,tissue_level_1,mesentery,4,Transiently Amplifying Cells (TA),1,-0.155707341596102,-1.0637751697934312
Tissue,tissue_level_1,mesentery,4,Secretory Progenitors,1,-0.155707341596102,-0.9086339105430996
Tissue,tissue_level_1,mesentery,4,Arteriolar Endothelial,1,-0.155707341596102,-1.0457083549687023
Tissue,tissue_level_1,mesentery,4,Capillary Endothelial,1,-0.155707341596102,-0.891770325012741
Tissue,tissue_level_1,mesentery,4,Post Arteriole Capillary Endothelial (PAC),1,-0.155707341596102,-1.061919141878498
Tissue,tissue_level_1,mesentery,4,Pre Venule Capillary Endothelial (PVC),1,-0.155707341596102,-0.875781687445142
Tissue,tissue_level_1,mesentery,4,Venular Endothelial,1,-0.155707341596102,-1.106472589789846
Tissue,tissue_level_1,mesentery,4,Lymphatic Endothelial,1,-0.155707341596102,-1.0124526682198254
Tissue,tissue_level_1,mesentery,4,Medullary Sinus Endothelial,1,-0.155707341596102,-0.8272564555823898
Tissue,tissue_level_1,mesentery,4,Crypt Top Fibroblasts (S2B),1,-0.155707341596102,-0.891770325012741
Tissue,tissue_level_1,mesentery,4,Crypt Bottom Fibroblasts (S2A),1,-0.155707341596102,-0.8411198589620377
Tissue,tissue_level_1,mesentery,4,Lamina propria Fibroblasts (S1),1,-0.155707341596102,-0.8349514153989197
Tissue,tissue_level_1,mesentery,4,Submucosal Fibroblasts (S3),1,-0.155707341596102,-0.8480844849918908
Tissue,tissue_level_1,mesentery,4,Mesenchymal Lymphoid Tissue Organizer Cells (mLTo Cells),1,-0.155707341596102,-0.891770325012741
Tissue,tissue_level_1,mesentery,4,Fibroblastic Reticular Cells (FRC),1,-0.155707341596102,-0.9874601455642729
Tissue,tissue_level_1,mesentery,4,Marginal Reticular Cells (MRC),1,-0.155707341596102,-0.9781940357862977
Tissue,tissue_level_1,mesentery,4,Follicular Dendritic Cells (fDC),1,-0.155707341596102,-0.891770325012741
Tissue,tissue_level_1,mesentery,4,Muscularis Propria Fibroblasts,1,-0.155707341596102,-0.9675790771388112
Tissue,tissue_level_1,mesentery,4,Myofibroblasts,1,-0.155707341596102,-0.9900459676539246
Tissue,tissue_level_1,mesentery,4,Interstitial Cells of Cajal (ICC),1,-0.155707341596102,-0.8527477378110377
Tissue,tissue_level_1,mesentery,4,Angiogenic Pericytes,1,-0.155707341596102,-0.9760325177000991
Tissue,tissue_level_1,mesentery,4,Contractile Pericytes,1,-0.155707341596102,-1.0539809380430447
Tissue,tissue_level_1,mesentery,4,Secretory Pericytes,1,-0.155707341596102,-0.9371995827142423
Tissue,tissue_level_1,mesentery,4,Glia,1,-0.155707341596102,-0.9718793684621261
Tissue,tissue_level_1,mesentery,4,Smooth Muscle Cells (SMC),1,-0.155707341596102,-0.891770325012741
Tissue,tissue_level_1,mesentery,4,Adipocytes,1,-0.155707341596102,-0.865625445509834
Tissue,tissue_level_1,mesentery,4,Plasma Cells,1,-0.155707341596102,-1.0422099642642246
Tissue,tissue_level_1,mesentery,4,Plasma IGA,1,-0.155707341596102,-0.8879231841452484
Tissue,tissue_level_1,mesentery,4,Plasma IGG,1,-0.155707341596102,-0.782121305016435
Tissue,tissue_level_1,mesentery,4,GC B Dark Zone (GC B DZ),1,-0.155707341596102,-0.7906413960781505
Tissue,tissue_level_1,mesentery,4,GC B Light Zone (GC B LZ),1,-0.155707341596102,-0.9906801041179579
Tissue,tissue_level_1,mesentery,4,Memory B,1,-0.155707341596102,-0.9705173310125258
Tissue,tissue_level_1,mesentery,4,Naive B,1,-0.155707341596102,-1.1387251512286625
Tissue,tissue_level_1,mesentery,4,CD4 Tfh,1,4.018679928299536,2.232341645505087
Tissue,tissue_level_1,mesentery,4,CD4 Th17,1,1.4537305708379984,1.7822346293501043
Tissue,tissue_level_1,mesentery,4,CD4 Tr1,1,0.9429049470720077,2.227717216855435
Tissue,tissue_level_1,mesentery,4,CD4 Tfr,1,-0.155707341596102,-0.7979443452287598
Tissue,tissue_level_1,mesentery,4,CD4 pTreg,1,-0.155707341596102,-1.1497421813442135
Tissue,tissue_level_1,mesentery,4,CD4 tTreg,1,1.7902028074592113,2.168697548677957
Tissue,tissue_level_1,mesentery,4,CD4 Naive,1,3.4552105710481222,2.1291421560631467
Tissue,tissue_level_1,mesentery,4,CD4 Memory,1,-0.155707341596102,-0.8764779159433664
Tissue,tissue_level_1,mesentery,4,CD8 Effector Memory,1,-0.155707341596102,-1.043167082351769
Tissue,tissue_level_1,mesentery,4,CD8 Circulating Effector Memory,1,2.0415172357401175,2.1951769490012194
Tissue,tissue_level_1,mesentery,4,CD8 Memory Exhausted,1,-0.155707341596102,-0.7810332293283939
Tissue,tissue_level_1,mesentery,4,CD8 TRM,1,-0.155707341596102,-0.9784221792438147
Tissue,tissue_level_1,mesentery,4,CD8 IEL,1,-0.155707341596102,-1.0883544727066565
Tissue,tissue_level_1,mesentery,4,CD8 Naive,1,-0.155707341596102,-0.9699387277039276
Tissue,tissue_level_1,mesentery,4,Gamma Delta T Cells,1,-0.155707341596102,-0.8224108564263418
Tissue,tissue_level_1,mesentery,4,MAIT Cells,1,-0.155707341596102,-0.8206972368620684
Tissue,tissue_level_1,mesentery,4,NKT Cells,1,-0.155707341596102,-1.0890813099006649
Tissue,tissue_level_1,mesentery,4,NK Cells,1,-0.155707341596102,-0.9185811774650239
Tissue,tissue_level_1,mesentery,4,ILC3,1,-0.155707341596102,-1.1013620558267994
Tissue,tissue_level_1,mesentery,4,Classical Monocytes,1,-0.155707341596102,-0.9279935167783145
Tissue,tissue_level_1,mesentery,4,Nonclassical Monocytes,1,-0.155707341596102,-0.7349624975726922
Tissue,tissue_level_1,mesentery,4,Cycling Macrophages,1,-0.155707341596102,-1.0854879945043105
Tissue,tissue_level_1,mesentery,4,Homeostatic Macrophages,1,-0.155707341596102,-0.8794342600828091
Tissue,tissue_level_1,mesentery,4,M0 Macrophages,1,-0.155707341596102,-0.797964223919271
Tissue,tissue_level_1,mesentery,4,Perivascular Resident Macrophages,1,-0.155707341596102,-0.971985115889029
Tissue,tissue_level_1,mesentery,4,Follicle Associated Resident Macrophages,1,-0.155707341596102,-0.8194124425227364
Tissue,tissue_level_1,mesentery,4,migDC,1,-0.155707341596102,-0.9371995827142423
Tissue,tissue_level_1,mesentery,4,cDC1,1,-0.155707341596102,-1.0695627112130406
Tissue,tissue_level_1,mesentery,4,cDC2,1,-0.155707341596102,-0.9419248441783253
Tissue,tissue_level_1,mesentery,4,Tolerogenic cDC2,1,-0.155707341596102,-0.891770325012741
Tissue,tissue_level_1,mesentery,4,pDC,1,-0.155707341596102,-0.891770325012741
Tissue,tissue_level_1,mesentery,4,Monocyte Derived Dendritic Cells (MO DC),1,-0.155707341596102,-0.6925931621261819
Tissue,tissue_level_1,mesentery,4,Mast Cells,1,-0.155707341596102,-0.639319361956734
Tissue,tissue_level_1,mesentery,4,Neutrophils,1,-0.155707341596102,-0.8468196650950731
Tissue,tissue_level_1,mesentery,4,Eosinophils,1,-0.155707341596102,-0.9656208660985565
Tissue,tissue_level_1,accessory,5,Epithelial,2,-0.17280449684061105,-1.2774553433534521
Tissue,tissue_level_1,accessory,5,Enterocyte Progenitors,2,-0.17280449684061105,-0.75204014057243
Tissue,tissue_level_1,accessory,5,Lower Villus Enterocytes,2,-0.17280449684061105,-0.723378398209046
Tissue,tissue_level_1,accessory,5,Mid Villus Enterocytes,2,-0.17280449684061105,-0.8617545035923075
Tissue,tissue_level_1,accessory,5,Villus Tip Enterocytes,2,-0.17280449684061105,-0.9717084644877138
Tissue,tissue_level_1,accessory,5,BEST4 Enterocytes,2,-0.17280449684061105,-1.2605593343538586
Tissue,tissue_level_1,accessory,5,Colonocyte Progenitors,2,-0.17280449684061105,-0.7525851167589687
Tissue,tissue_level_1,accessory,5,Lower Crypt Colonocytes,2,-0.17280449684061105,-0.6603166206237421
Tissue,tissue_level_1,accessory,5,Mid Crypt Colonocytes,2,-0.17280449684061105,-0.807332238501465
Tissue,tissue_level_1,accessory,5,Crypt Top Colonocytes,2,-0.17280449684061105,-0.925667688873063
Tissue,tissue_level_1,accessory,5,BEST4 Colonocytes,2,0.8001505776870457,1.8966359840709677
Tissue,tissue_level_1,accessory,5,Microfold Cells (M Cells),2,-0.17280449684061105,-1.3107616574914633
Tissue,tissue_level_1,accessory,5,Enteroendocrine Cells (EEC),2,-0.17280449684061105,-1.4717559247598941
Tissue,tissue_level_1,accessory,5,EEC Progenitors,2,-0.17280449684061105,-0.9796275748305605
Tissue,tissue_level_1,accessory,5,EEC S,2,-0.17280449684061105,-1.4325391301520547
Tissue,tissue_level_1,accessory,5,EEC Enterochromaffin (EC),2,-0.17280449684061105,-1.4717559247598941
Tissue,tissue_level_1,accessory,5,EEC L,2,-0.17280449684061105,-0.7673394768463696
Tissue,tissue_level_1,accessory,5,EEC N,2,-0.17280449684061105,-0.8495752732398483
Tissue,tissue_level_1,accessory,5,Brunners Gland Cells,2,0.6319144593764392,1.9734865408180031
Tissue,tissue_level_1,accessory,5,Paneth Cells,2,-0.17280449684061105,-0.9363763300959239
Tissue,tissue_level_1,accessory,5,Tuft Cells,2,-0.17280449684061105,-0.9548645992717408
Tissue,tissue_level_1,accessory,5,Tuft Progenitors,2,-0.17280449684061105,-0.8750513108040875
Tissue,tissue_level_1,accessory,5,Goblet Cells,2,0.9258077918274987,2.002601975290711
Tissue,tissue_level_1,accessory,5,Mature Goblet Cells,2,-0.17280449684061105,-0.8689435030531866
Tissue,tissue_level_1,accessory,5,Foveolar Cells,2,1.1096701818901573,2.233369294581014
Tissue,tissue_level_1,accessory,5,Intestinal Stem Cells (ISC),2,-0.17280449684061105,-0.8576939676685105
Tissue,tissue_level_1,accessory,5,Transiently Amplifying Cells (TA),2,-0.17280449684061105,-1.138041183634555
Tissue,tissue_level_1,accessory,5,Secretory Progenitors,2,-0.17280449684061105,-1.126690066210101
Tissue,tissue_level_1,accessory,5,Arteriolar Endothelial,2,-0.17280449684061105,-1.1795551086783658
Tissue,tissue_level_1,accessory,5,Capillary Endothelial,2,-0.17280449684061105,-1.4325391301520547
Tissue,tissue_level_1,accessory,5,Post Arteriole Capillary Endothelial (PAC),2,-0.17280449684061105,-1.2473520445387507
Tissue,tissue_level_1,accessory,5,Pre Venule Capillary Endothelial (PVC),2,-0.17280449684061105,-1.3247267081212324
Tissue,tissue_level_1,accessory,5,Venular Endothelial,2,-0.17280449684061105,-1.2252741069188864
Tissue,tissue_level_1,accessory,5,Lymphatic Endothelial,2,-0.17280449684061105,-1.1365656669850246
Tissue,tissue_level_1,accessory,5,Medullary Sinus Endothelial,2,-0.17280449684061105,-1.1945291677150025
Tissue,tissue_level_1,accessory,5,Crypt Top Fibroblasts (S2B),2,-0.17280449684061105,-1.4325391301520547
Tissue,tissue_level_1,accessory,5,Crypt Bottom Fibroblasts (S2A),2,-0.17280449684061105,-1.12877861781887
Tissue,tissue_level_1,accessory,5,Lamina propria Fibroblasts (S1),2,-0.17280449684061105,-1.0521376011237575
Tissue,tissue_level_1,accessory,5,Submucosal Fibroblasts (S3),2,-0.17280449684061105,-0.9628318474096041
Tissue,tissue_level_1,accessory,5,Mesenchymal Lymphoid Tissue Organizer Cells (mLTo Cells),2,-0.17280449684061105,-1.4325391301520547
Tissue,tissue_level_1,accessory,5,Fibroblastic Reticular Cells (FRC),2,-0.17280449684061105,-1.3703013985130776
Tissue,tissue_level_1,accessory,5,Marginal Reticular Cells (MRC),2,-0.17280449684061105,-1.3527558085647704
Tissue,tissue_level_1,accessory,5,Follicular Dendritic Cells (fDC),2,-0.17280449684061105,-1.4325391301520547
Tissue,tissue_level_1,accessory,5,Muscularis Propria Fibroblasts,2,-0.17280449684061105,-1.413213834584126
Tissue,tissue_level_1,accessory,5,Myofibroblasts,2,-0.17280449684061105,-1.4455604218966267
Tissue,tissue_level_1,accessory,5,Interstitial Cells of Cajal (ICC),2,-0.17280449684061105,-1.2585102978899045
Tissue,tissue_level_1,accessory,5,Angiogenic Pericytes,2,-0.17280449684061105,-1.451009476819611
Tissue,tissue_level_1,accessory,5,Contractile Pericytes,2,-0.17280449684061105,-1.1848858665404955
Tissue,tissue_level_1,accessory,5,Secretory Pericytes,2,-0.17280449684061105,-1.4717559247598941
Tissue,tissue_level_1,accessory,5,Glia,2,-0.17280449684061105,-1.4220204402787204
Tissue,tissue_level_1,accessory,5,Smooth Muscle Cells (SMC),2,-0.17280449684061105,-1.4325391301520547
Tissue,tissue_level_1,accessory,5,Adipocytes,2,-0.17280449684061105,-1.293964045656595
Tissue,tissue_level_1,accessory,5,Plasma Cells,2,0.3765016474934438,1.7235139829406823
Tissue,tissue_level_1,accessory,5,Plasma IGA,2,1.510843418152626,2.077212481463746
Tissue,tissue_level_1,accessory,5,Plasma IGG,2,-0.17280449684061105,-0.9740053846447526
Tissue,tissue_level_1,accessory,5,GC B Dark Zone (GC B DZ),2,1.2438021751874968,2.0773362664027486
Tissue,tissue_level_1,accessory,5,GC B Light Zone (GC B LZ),2,0.6319144593764392,1.784635431927642
Tissue,tissue_level_1,accessory,5,Memory B,2,0.8001505776870457,1.8197796122575498
Tissue,tissue_level_1,accessory,5,Naive B,2,0.6319144593764392,1.8662968775653306
Tissue,tissue_level_1,accessory,5,CD4 Tfh,2,-0.17280449684061105,-0.5443798723347961
Tissue,tissue_level_1,accessory,5,CD4 Th17,2,0.6319144593764392,0.10554068752551772
Tissue,tissue_level_1,accessory,5,CD4 Tr1,2,-0.17280449684061105,-0.5879058596382604
Tissue,tissue_level_1,accessory,5,CD4 Tfr,2,-0.17280449684061105,-1.0496347611485255
Tissue,tissue_level_1,accessory,5,CD4 pTreg,2,-0.17280449684061105,-1.3700412430514006
Tissue,tissue_level_1,accessory,5,CD4 tTreg,2,0.3765016474934438,0.08350374983410791
Tissue,tissue_level_1,accessory,5,CD4 Naive,2,1.026143139558574,0.23446750763571406
Tissue,tissue_level_1,accessory,5,CD4 Memory,2,-0.17280449684061105,-0.9236555181013509
Tissue,tissue_level_1,accessory,5,CD8 Effector Memory,2,0.8001505776870457,1.6556668117973325
Tissue,tissue_level_1,accessory,5,CD8 Circulating Effector Memory,2,-0.17280449684061105,-0.7305947822698046
Tissue,tissue_level_1,accessory,5,CD8 Memory Exhausted,2,-0.17280449684061105,-0.9107927676741852
Tissue,tissue_level_1,accessory,5,CD8 TRM,2,0.6319144593764392,0.20082288007865476
Tissue,tissue_level_1,accessory,5,CD8 IEL,2,1.3494567220211005,1.5664114826019817
Tissue,tissue_level_1,accessory,5,CD8 Naive,2,-0.17280449684061105,-1.3106907573241164
Tissue,tissue_level_1,accessory,5,Gamma Delta T Cells,2,-0.17280449684061105,-1.0640518837789827
Tissue,tissue_level_1,accessory,5,MAIT Cells,2,-0.17280449684061105,-1.0610048204392075
Tissue,tissue_level_1,accessory,5,NKT Cells,2,-0.17280449684061105,-1.1944275394855222
Tissue,tissue_level_1,accessory,5,NK Cells,2,-0.17280449684061105,-1.0209652913229774
Tissue,tissue_level_1,accessory,5,ILC3,2,-0.17280449684061105,-1.3188453546464929
Tissue,tissue_level_1,accessory,5,Classical Monocytes,2,-0.17280449684061105,-1.172321756288339
Tissue,tissue_level_1,accessory,5,Nonclassical Monocytes,2,-0.17280449684061105,-0.9387834033213196
Tissue,tissue_level_1,accessory,5,Cycling Macrophages,2,-0.17280449684061105,-1.3915587788229973
Tissue,tissue_level_1,accessory,5,Homeostatic Macrophages,2,-0.17280449684061105,-1.1175057341210448
Tissue,tissue_level_1,accessory,5,M0 Macrophages,2,-0.17280449684061105,-1.0496716815466798
Tissue,tissue_level_1,accessory,5,Perivascular Resident Macrophages,2,-0.17280449684061105,-1.4293811176635567
Tissue,tissue_level_1,accessory,5,Follicle Associated Resident Macrophages,2,-0.17280449684061105,-1.0898394178415045
Tissue,tissue_level_1,accessory,5,migDC,2,-0.17280449684061105,-1.4717559247598941
Tissue,tissue_level_1,accessory,5,cDC1,2,-0.17280449684061105,-1.3889305015270101
Tissue,tissue_level_1,accessory,5,cDC2,2,-0.17280449684061105,-1.2498078071780288
Tissue,tissue_level_1,accessory,5,Tolerogenic cDC2,2,-0.17280449684061105,-1.4325391301520547
Tissue,tissue_level_1,accessory,5,pDC,2,-0.17280449684061105,-1.4325391301520547
Tissue,tissue_level_1,accessory,5,Monocyte Derived Dendritic Cells (MO DC),2,-0.17280449684061105,-0.818049540951711
Tissue,tissue_level_1,accessory,5,Mast Cells,2,-0.17280449684061105,-0.7274911247403009
Tissue,tissue_level_1,accessory,5,Neutrophils,2,-0.17280449684061105,-1.2430438593082445
Tissue,tissue_level_1,accessory,5,Eosinophils,2,-0.17280449684061105,-1.3447389610969942
Collection method,sample_collection_method,biopsy,0,Epithelial,87,-0.06759644717475981,-1.000000000000008
Collection method,sample_collection_method,biopsy,0,Enterocyte Progenitors,87,0.06108160281773934,-1.0000000000000002
Collection method,sample_collection_method,biopsy,0,Lower Villus Enterocytes,87,0.11669038434802052,-1.0000000000000002
Collection method,sample_collection_method,biopsy,0,Mid Villus Enterocytes,87,0.18325657894060401,-1.0
Collection method,sample_collection_method,biopsy,0,Villus Tip Enterocytes,87,0.22164452969704754,1.0
Collection method,sample_collection_method,biopsy,0,BEST4 Enterocytes,87,0.05287255187777987,-0.9999999999999999
Collection method,sample_collection_method,biopsy,0,Colonocyte Progenitors,87,-0.039069832723974435,-1.0
Collection method,sample_collection_method,biopsy,0,Lower Crypt Colonocytes,87,-0.031780568994236036,-1.0
Collection method,sample_collection_method,biopsy,0,Mid Crypt Colonocytes,87,-0.08698034319280841,-1.0
Collection method,sample_collection_method,biopsy,0,Crypt Top Colonocytes,87,-0.03549060798576536,0.9999999999999994
Collection method,sample_collection_method,biopsy,0,BEST4 Colonocytes,87,0.07340683247694321,-1.0
Collection method,sample_collection_method,biopsy,0,Microfold Cells (M Cells),87,-0.03646943336898729,1.0
Collection method,sample_collection_method,biopsy,0,Enteroendocrine Cells (EEC),87,-0.09285190208667038,1.0
Collection method,sample_collection_method,biopsy,0,EEC Progenitors,87,-0.05496871971880452,1.0000000000000002
Collection method,sample_collection_method,biopsy,0,EEC S,87,-0.09285190208667038,1.0
Collection method,sample_collection_method,biopsy,0,EEC Enterochromaffin (EC),87,-0.10547962954262566,1.0000000000000013
