celltype,short_name,role,unit,exclude_datasets,min_sample_cells,min_ct_cells,n_ids_A,n_ids_B,mean_CLR_A,mean_CLR_B,delta_CLR,ci_lo,ci_hi,p_value,n_datasets,id_col,left_out,analysis,delta_all,delta_shift,same_sign
Tuft Progenitors,Tuft progenitors,featured,sample,Huang2019,,,69,17,-0.010768433005896123,-0.09728411346556329,-0.08651568045966716,-0.2975543319739433,0.16291023294099996,0.015098750568345268,14,sample_id,Huang2019,lodo,-0.08610899874308402,-0.000406681716583146,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Huang2019,,,69,17,0.05787543722525601,0.2246964897124307,0.1668210524871747,-0.22587400951634387,0.6655281037285055,0.5614422306506348,14,sample_id,Huang2019,lodo,0.15251389965465845,0.01430715283251624,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Huang2019,,,69,17,0.12216083017027757,0.3011996445554728,0.17903881438519526,-0.24459209186486433,0.6782094655110963,0.5779126519455541,14,sample_id,Huang2019,lodo,0.18134448557572372,-0.0023056711905284633,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Huang2019,,,21,9,0.28353869438494755,0.2755658116231265,-0.007972882761821065,-0.7632797207863631,0.8229089958579929,0.5156983940653587,9,sample_id,Huang2019,lodo,-0.007972882761821065,0.0,True
Goblet Cells,Goblet cells,negative_control,sample,Huang2019,,,69,17,0.3605132299769413,0.09206152329138968,-0.2684517066855516,-0.6915789267753167,0.27817173004654905,0.0029631192825364198,14,sample_id,Huang2019,lodo,-0.2627410012120709,-0.005710705473480737,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Huang2019,,,69,17,0.28172039551979494,-0.08547995490896622,-0.36720035042876115,-0.6608741558406283,0.0011934180669981398,0.00015125947470053826,14,sample_id,Huang2019,lodo,-0.36261525687609675,-0.004585093552664399,True
CD8 IEL,CD8 IEL,negative_control,sample,Huang2019,,,35,11,0.5265641074849936,0.7772343645751548,0.2506702570901612,-0.5653118825986594,1.0712182758658984,0.6245841124210729,15,sample_id,Huang2019,lodo,0.2636890042559594,-0.013018747165798206,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Huang2019,,,30,8,-0.027380285057203076,0.05406210313613766,0.08144238819334074,-0.16504161989798855,0.40576389362754617,0.7383898769338219,13,sample_id,Huang2019,lodo,0.08277409732187474,-0.0013317091285340033,True
Paneth Cells,Paneth cells,negative_control,sample,Huang2019,,,69,17,0.0015112461301503134,-0.22653261801475266,-0.22804386414490296,-0.36289453310019587,-0.09479067868661827,0.00910903745554361,14,sample_id,Huang2019,lodo,-0.22746175844066202,-0.0005821057042409428,True
CD4 Tfr,Tfr,featured,sample,Jaeger2021,,,34,11,-0.458135955776149,-0.4430808599873679,0.015055095788781114,-0.25663580604617936,0.2616195938561649,0.2616421115880696,15,sample_id,Jaeger2021,lodo,-0.08272730242480325,0.09778239821358437,False
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Jaeger2021,,,21,9,-0.0753357788724102,0.041974052121634936,0.11730983099404514,-0.2881189531582199,0.5728367449084697,1.0,9,sample_id,Jaeger2021,lodo,0.11730983099404514,0.0,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Jaeger2021,,,31,8,0.18392264233067127,-0.0832644329473761,-0.26718707527804736,-0.503840500357906,-0.055344928865458,0.4935313166556319,14,sample_id,Jaeger2021,lodo,-0.26718707527804736,0.0,True
Tuft Progenitors,Tuft progenitors,featured,sample,Jaeger2021,,,70,17,-0.011175114722479267,-0.09728411346556329,-0.08610899874308402,-0.2859813184013487,0.1557583521954619,0.013652558439160772,15,sample_id,Jaeger2021,lodo,-0.08610899874308402,0.0,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Jaeger2021,,,70,17,0.07218259005777225,0.2246964897124307,0.15251389965465845,-0.24505356385239155,0.6001040442292266,0.526811668941976,15,sample_id,Jaeger2021,lodo,0.15251389965465845,0.0,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Jaeger2021,,,70,17,0.1198551589797491,0.3011996445554728,0.18134448557572372,-0.23956151269757495,0.6857531401201392,0.563804472090611,15,sample_id,Jaeger2021,lodo,0.18134448557572372,0.0,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Jaeger2021,,,21,9,0.28353869438494755,0.2755658116231265,-0.007972882761821065,-0.7632797207863631,0.8229089958579929,0.5156983940653587,9,sample_id,Jaeger2021,lodo,-0.007972882761821065,0.0,True
Goblet Cells,Goblet cells,negative_control,sample,Jaeger2021,,,70,17,0.35480252450346056,0.09206152329138968,-0.2627410012120709,-0.6760563316979965,0.26465097407739213,0.00271465278783155,15,sample_id,Jaeger2021,lodo,-0.2627410012120709,0.0,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Jaeger2021,,,70,17,0.27713530196713054,-0.08547995490896622,-0.36261525687609675,-0.68213573838832,0.02049478456651056,0.00013480786442301957,15,sample_id,Jaeger2021,lodo,-0.36261525687609675,0.0,True
CD8 IEL,CD8 IEL,negative_control,sample,Jaeger2021,,,34,11,0.5468173161310736,0.7772343645751548,0.23041704844408117,-0.5131659668175138,1.0213507923220704,0.6251067621953028,15,sample_id,Jaeger2021,lodo,0.2636890042559594,-0.03327195581187825,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Jaeger2021,,,31,8,-0.02871199418573709,0.05406210313613766,0.08277409732187474,-0.14924476304135348,0.3728034311089708,0.773262288967739,14,sample_id,Jaeger2021,lodo,0.08277409732187474,0.0,True
Paneth Cells,Paneth cells,negative_control,sample,Jaeger2021,,,70,17,0.0009291404259093561,-0.22653261801475266,-0.22746175844066202,-0.36717678324141284,-0.10139192592892166,0.007858905395042054,15,sample_id,Jaeger2021,lodo,-0.22746175844066202,0.0,True
CD4 Tfr,Tfr,featured,sample,James2020_3p,,,36,9,-0.36035355756256465,-0.4183728723307025,-0.058019314768137875,-0.3698792949076728,0.2595836129006192,0.3867168489310018,15,sample_id,James2020_3p,lodo,-0.08272730242480325,0.024707987656665376,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,James2020_3p,,,21,9,-0.0753357788724102,0.041974052121634936,0.11730983099404514,-0.2881189531582199,0.5728367449084697,1.0,9,sample_id,James2020_3p,lodo,0.11730983099404514,0.0,True
Follicle Associated Resident Macrophages,FARM,featured,sample,James2020_3p,,,31,7,0.18392264233067127,-0.08535031364817873,-0.26927295597885,-0.5025213034206605,-0.05214834945230297,0.44881640961630054,13,sample_id,James2020_3p,lodo,-0.26718707527804736,-0.0020858807008026226,True
Tuft Progenitors,Tuft progenitors,featured,sample,James2020_3p,,,70,17,-0.011175114722479267,-0.09728411346556329,-0.08610899874308402,-0.2859813184013487,0.1557583521954619,0.013652558439160772,15,sample_id,James2020_3p,lodo,-0.08610899874308402,0.0,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,James2020_3p,,,70,17,0.07218259005777225,0.2246964897124307,0.15251389965465845,-0.24505356385239155,0.6001040442292266,0.526811668941976,15,sample_id,James2020_3p,lodo,0.15251389965465845,0.0,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,James2020_3p,,,70,17,0.1198551589797491,0.3011996445554728,0.18134448557572372,-0.23956151269757495,0.6857531401201392,0.563804472090611,15,sample_id,James2020_3p,lodo,0.18134448557572372,0.0,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,James2020_3p,,,21,9,0.28353869438494755,0.2755658116231265,-0.007972882761821065,-0.7632797207863631,0.8229089958579929,0.5156983940653587,9,sample_id,James2020_3p,lodo,-0.007972882761821065,0.0,True
Goblet Cells,Goblet cells,negative_control,sample,James2020_3p,,,70,17,0.35480252450346056,0.09206152329138968,-0.2627410012120709,-0.6760563316979965,0.26465097407739213,0.00271465278783155,15,sample_id,James2020_3p,lodo,-0.2627410012120709,0.0,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,James2020_3p,,,70,17,0.27713530196713054,-0.08547995490896622,-0.36261525687609675,-0.68213573838832,0.02049478456651056,0.00013480786442301957,15,sample_id,James2020_3p,lodo,-0.36261525687609675,0.0,True
CD8 IEL,CD8 IEL,negative_control,sample,James2020_3p,,,36,9,0.5135453603191954,1.0731235132457142,0.5595781529265188,-0.25255329611814703,1.2916087210552045,0.30026463488773747,15,sample_id,James2020_3p,lodo,0.2636890042559594,0.2958891486705594,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,James2020_3p,,,31,7,-0.02871199418573709,0.0715942990186941,0.10030629320443119,-0.16184604994811308,0.4488276436751022,0.8687160509736804,13,sample_id,James2020_3p,lodo,0.08277409732187474,0.017532195882556445,True
Paneth Cells,Paneth cells,negative_control,sample,James2020_3p,,,70,17,0.0009291404259093561,-0.22653261801475266,-0.22746175844066202,-0.36717678324141284,-0.10139192592892166,0.007858905395042054,15,sample_id,James2020_3p,lodo,-0.22746175844066202,0.0,True
CD4 Tfr,Tfr,featured,sample,James2020_5p,,,36,11,-0.36035355756256465,-0.4430808599873679,-0.08272730242480325,-0.3749649095031201,0.19390055067300194,0.42860461811363637,16,sample_id,James2020_5p,lodo,-0.08272730242480325,0.0,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,James2020_5p,,,21,9,-0.0753357788724102,0.041974052121634936,0.11730983099404514,-0.2881189531582199,0.5728367449084697,1.0,9,sample_id,James2020_5p,lodo,0.11730983099404514,0.0,True
Follicle Associated Resident Macrophages,FARM,featured,sample,James2020_5p,,,31,8,0.18392264233067127,-0.0832644329473761,-0.26718707527804736,-0.503840500357906,-0.055344928865458,0.4935313166556319,14,sample_id,James2020_5p,lodo,-0.26718707527804736,0.0,True
Tuft Progenitors,Tuft progenitors,featured,sample,James2020_5p,,,70,16,-0.011175114722479267,-0.16957537902599806,-0.1584002643035188,-0.32276403920126207,0.03566699323831316,0.0035296245449693755,14,sample_id,James2020_5p,lodo,-0.08610899874308402,-0.07229126556043479,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,James2020_5p,,,70,16,0.07218259005777225,0.2411922798923774,0.16900968983460515,-0.2759592474311096,0.701309420621938,0.4323573027478308,14,sample_id,James2020_5p,lodo,0.15251389965465845,0.016495790179946707,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,James2020_5p,,,70,16,0.1198551589797491,0.32247688191310964,0.20262172293336053,-0.24558916263328412,0.729782920380037,0.47745445836821043,14,sample_id,James2020_5p,lodo,0.18134448557572372,0.021277237357636813,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,James2020_5p,,,21,9,0.28353869438494755,0.2755658116231265,-0.007972882761821065,-0.7632797207863631,0.8229089958579929,0.5156983940653587,9,sample_id,James2020_5p,lodo,-0.007972882761821065,0.0,True
Goblet Cells,Goblet cells,negative_control,sample,James2020_5p,,,70,16,0.35480252450346056,0.10026762807002135,-0.2545348964334392,-0.7366126915342411,0.2996872164919952,0.0017029919522620635,14,sample_id,James2020_5p,lodo,-0.2627410012120709,0.008206104778631707,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,James2020_5p,,,70,16,0.27713530196713054,-0.08837019251785679,-0.3655054944849873,-0.6765980923146097,0.03017133856133175,5.8260533507379965e-05,14,sample_id,James2020_5p,lodo,-0.36261525687609675,-0.002890237608890567,True
CD8 IEL,CD8 IEL,negative_control,sample,James2020_5p,,,36,11,0.5135453603191954,0.7772343645751548,0.2636890042559594,-0.5172139835858977,1.0143330654343206,0.6241149561615238,16,sample_id,James2020_5p,lodo,0.2636890042559594,0.0,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,James2020_5p,,,31,8,-0.02871199418573709,0.05406210313613766,0.08277409732187474,-0.14924476304135348,0.3728034311089708,0.773262288967739,14,sample_id,James2020_5p,lodo,0.08277409732187474,0.0,True
Paneth Cells,Paneth cells,negative_control,sample,James2020_5p,,,70,16,0.0009291404259093561,-0.2382386470677549,-0.23916778749366427,-0.37241428010564204,-0.0958615501158913,0.003613970222213181,14,sample_id,James2020_5p,lodo,-0.22746175844066202,-0.011706029053002248,True
CD4 Tfr,Tfr,featured,sample,Kinchen2018,,,36,11,-0.36035355756256465,-0.4430808599873679,-0.08272730242480325,-0.3749649095031201,0.19390055067300194,0.42860461811363637,16,sample_id,Kinchen2018,lodo,-0.08272730242480325,0.0,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Kinchen2018,,,19,9,-0.07009944185216704,0.041974052121634936,0.11207349397380198,-0.311729418895155,0.5578456660676221,0.9595065964853409,8,sample_id,Kinchen2018,lodo,0.11730983099404514,-0.005236337020243162,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Kinchen2018,,,31,8,0.18392264233067127,-0.0832644329473761,-0.26718707527804736,-0.503840500357906,-0.055344928865458,0.4935313166556319,14,sample_id,Kinchen2018,lodo,-0.26718707527804736,0.0,True
Tuft Progenitors,Tuft progenitors,featured,sample,Kinchen2018,,,70,17,-0.011175114722479267,-0.09728411346556329,-0.08610899874308402,-0.2859813184013487,0.1557583521954619,0.013652558439160772,15,sample_id,Kinchen2018,lodo,-0.08610899874308402,0.0,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Kinchen2018,,,70,17,0.07218259005777225,0.2246964897124307,0.15251389965465845,-0.24505356385239155,0.6001040442292266,0.526811668941976,15,sample_id,Kinchen2018,lodo,0.15251389965465845,0.0,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Kinchen2018,,,70,17,0.1198551589797491,0.3011996445554728,0.18134448557572372,-0.23956151269757495,0.6857531401201392,0.563804472090611,15,sample_id,Kinchen2018,lodo,0.18134448557572372,0.0,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Kinchen2018,,,19,9,0.32655129174807046,0.2755658116231265,-0.05098548012494397,-0.7961180264623678,0.6759102716698128,0.44650263801372747,8,sample_id,Kinchen2018,lodo,-0.007972882761821065,-0.043012597363122906,True
Goblet Cells,Goblet cells,negative_control,sample,Kinchen2018,,,70,17,0.35480252450346056,0.09206152329138968,-0.2627410012120709,-0.6760563316979965,0.26465097407739213,0.00271465278783155,15,sample_id,Kinchen2018,lodo,-0.2627410012120709,0.0,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Kinchen2018,,,70,17,0.27713530196713054,-0.08547995490896622,-0.36261525687609675,-0.68213573838832,0.02049478456651056,0.00013480786442301957,15,sample_id,Kinchen2018,lodo,-0.36261525687609675,0.0,True
CD8 IEL,CD8 IEL,negative_control,sample,Kinchen2018,,,36,11,0.5135453603191954,0.7772343645751548,0.2636890042559594,-0.5172139835858977,1.0143330654343206,0.6241149561615238,16,sample_id,Kinchen2018,lodo,0.2636890042559594,0.0,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Kinchen2018,,,31,8,-0.02871199418573709,0.05406210313613766,0.08277409732187474,-0.14924476304135348,0.3728034311089708,0.773262288967739,14,sample_id,Kinchen2018,lodo,0.08277409732187474,0.0,True
Paneth Cells,Paneth cells,negative_control,sample,Kinchen2018,,,70,17,0.0009291404259093561,-0.22653261801475266,-0.22746175844066202,-0.36717678324141284,-0.10139192592892166,0.007858905395042054,15,sample_id,Kinchen2018,lodo,-0.22746175844066202,0.0,True
CD4 Tfr,Tfr,featured,sample,Kong2023_v2,,,35,11,-0.3526777893092886,-0.4430808599873679,-0.09040307067807929,-0.39598823010584505,0.18728589507835483,0.4708062780582042,15,sample_id,Kong2023_v2,lodo,-0.08272730242480325,-0.0076757682532760385,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Kong2023_v2,,,17,9,-0.04934295278803886,0.041974052121634936,0.09131700490967379,-0.2897945369367469,0.5350400856487739,0.911577146368084,8,sample_id,Kong2023_v2,lodo,0.11730983099404514,-0.025992826084371354,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Kong2023_v2,,,28,8,0.21588993758784272,-0.0832644329473761,-0.2991543705352188,-0.5323709549774733,-0.09530593078753807,0.4323884111815579,13,sample_id,Kong2023_v2,lodo,-0.26718707527804736,-0.03196729525717146,True
Tuft Progenitors,Tuft progenitors,featured,sample,Kong2023_v2,,,66,17,0.0019956811035513468,-0.09728411346556329,-0.09927979456911463,-0.2949007188124642,0.13108486405551342,0.009950918352933576,14,sample_id,Kong2023_v2,lodo,-0.08610899874308402,-0.013170795826030618,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Kong2023_v2,,,66,17,0.09040536799169688,0.2246964897124307,0.13429112172073382,-0.27196851845575737,0.6249344013617703,0.4578497220947456,14,sample_id,Kong2023_v2,lodo,0.15251389965465845,-0.018222777933924628,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Kong2023_v2,,,66,17,0.14096718351500567,0.3011996445554728,0.16023246104046715,-0.2650803555720496,0.6221339292801549,0.4799476654037891,14,sample_id,Kong2023_v2,lodo,0.18134448557572372,-0.02111202453525657,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Kong2023_v2,,,17,9,0.23467550234739057,0.2755658116231265,0.04089030927573592,-0.6927093003965171,0.8915271543045312,0.5789321341918836,8,sample_id,Kong2023_v2,lodo,-0.007972882761821065,0.048863192037556985,False
Goblet Cells,Goblet cells,negative_control,sample,Kong2023_v2,,,66,17,0.39015378331288136,0.09206152329138968,-0.2980922600214917,-0.7149349503902888,0.22894291364161007,0.0015853938749050725,14,sample_id,Kong2023_v2,lodo,-0.2627410012120709,-0.035351258809420805,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Kong2023_v2,,,66,17,0.21214711078718418,-0.08547995490896622,-0.2976270656961504,-0.5893110073630179,0.07011603228066043,0.00021683372828891639,14,sample_id,Kong2023_v2,lodo,-0.36261525687609675,0.06498819117994636,True
CD8 IEL,CD8 IEL,negative_control,sample,Kong2023_v2,,,35,11,0.5461896690833788,0.7772343645751548,0.23104469549177598,-0.5551873456824142,1.0479505627874348,0.6992449577652292,15,sample_id,Kong2023_v2,lodo,0.2636890042559594,-0.03264430876418345,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Kong2023_v2,,,28,8,-0.01952698141246656,0.05406210313613766,0.07358908454860422,-0.18145705860625724,0.39020994898305444,0.8180482960209852,13,sample_id,Kong2023_v2,lodo,0.08277409732187474,-0.009185012773270523,True
Paneth Cells,Paneth cells,negative_control,sample,Kong2023_v2,,,66,17,-0.03129560037123986,-0.22653261801475266,-0.1952370176435128,-0.31840393303459696,-0.07692935541277914,0.010803364436805985,14,sample_id,Kong2023_v2,lodo,-0.22746175844066202,0.03222474079714921,True
CD4 Tfr,Tfr,featured,sample,Kong2023_v3,,,27,11,-0.3578278423934936,-0.4430808599873679,-0.08525301759387433,-0.42655925020404417,0.1937302247619895,0.2880265955350151,15,sample_id,Kong2023_v3,lodo,-0.08272730242480325,-0.0025257151690710744,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Kong2023_v3,,,17,9,-0.07565375783313742,0.041974052121634936,0.11762780995477236,-0.25693467879106296,0.5553856393182528,1.0,8,sample_id,Kong2023_v3,lodo,0.11730983099404514,0.00031797896072721654,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Kong2023_v3,,,23,8,0.18415286080988966,-0.0832644329473761,-0.26741729375726575,-0.539444836550759,-0.07612992078936677,0.5486677069965444,13,sample_id,Kong2023_v3,lodo,-0.26718707527804736,-0.00023021847921839145,True
Tuft Progenitors,Tuft progenitors,featured,sample,Kong2023_v3,,,50,17,-0.01726379383337094,-0.09728411346556329,-0.08002031963219235,-0.29055081072344174,0.1471362196940573,0.01942650451853696,14,sample_id,Kong2023_v3,lodo,-0.08610899874308402,0.0060886791108916705,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Kong2023_v3,,,50,17,0.03033170080033253,0.2246964897124307,0.19436478891209816,-0.23518332488525426,0.669006297874336,0.5571871167565874,14,sample_id,Kong2023_v3,lodo,0.15251389965465845,0.04185088925743971,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Kong2023_v3,,,50,17,0.21012308089647314,0.3011996445554728,0.09107656365899969,-0.3488830128129173,0.6014000684239327,0.30994277749687715,14,sample_id,Kong2023_v3,lodo,0.18134448557572372,-0.09026792191672403,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Kong2023_v3,,,17,9,0.20836469730229204,0.2755658116231265,0.06720111432083445,-0.6958968954600073,0.8539964447192612,0.6594916569085009,8,sample_id,Kong2023_v3,lodo,-0.007972882761821065,0.07517399708265551,False
Goblet Cells,Goblet cells,negative_control,sample,Kong2023_v3,,,50,17,0.35613335561289683,0.09206152329138968,-0.26407183232150716,-0.7481476545306819,0.2678561313750553,0.003484100286057824,14,sample_id,Kong2023_v3,lodo,-0.2627410012120709,-0.0013308311094362701,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Kong2023_v3,,,50,17,0.16159268554900894,-0.08547995490896622,-0.24707264045797517,-0.535381370637647,0.12381827531016752,0.0003258845566679323,14,sample_id,Kong2023_v3,lodo,-0.36261525687609675,0.11554261641812158,True
CD8 IEL,CD8 IEL,negative_control,sample,Kong2023_v3,,,27,11,0.5033222550915591,0.7772343645751548,0.2739121094835957,-0.5343159206110675,1.0357274041386995,0.7474846763012906,15,sample_id,Kong2023_v3,lodo,0.2636890042559594,0.010223105227636253,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Kong2023_v3,,,23,8,-0.0324660878672651,0.05406210313613766,0.08652819100340275,-0.17315569264312278,0.41080573602651543,0.6387621895468244,13,sample_id,Kong2023_v3,lodo,0.08277409732187474,0.0037540936815280146,True
Paneth Cells,Paneth cells,negative_control,sample,Kong2023_v3,,,50,17,-0.00031783662562688883,-0.22653261801475266,-0.22621478138912576,-0.381012247185644,-0.08621790918967501,0.005218881420885828,14,sample_id,Kong2023_v3,lodo,-0.22746175844066202,0.0012469770515362577,True
CD4 Tfr,Tfr,featured,sample,Krzak2023,,,32,11,-0.348397184683771,-0.4430808599873679,-0.09468367530359689,-0.39287419869208734,0.20108586515053814,0.46065440155441184,15,sample_id,Krzak2023,lodo,-0.08272730242480325,-0.011956372878793642,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Krzak2023,,,21,9,-0.0753357788724102,0.041974052121634936,0.11730983099404514,-0.2881189531582199,0.5728367449084697,1.0,9,sample_id,Krzak2023,lodo,0.11730983099404514,0.0,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Krzak2023,,,27,8,0.09927474512642631,-0.0832644329473761,-0.1825391780738024,-0.39782983928230425,0.014229991449807673,0.8326036910875898,13,sample_id,Krzak2023,lodo,-0.26718707527804736,0.08464789720424495,True
Tuft Progenitors,Tuft progenitors,featured,sample,Krzak2023,,,58,17,0.007107746317856241,-0.09728411346556329,-0.10439185978341953,-0.318988385008723,0.129242447051068,0.008135703504499268,14,sample_id,Krzak2023,lodo,-0.08610899874308402,-0.01828286104033551,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Krzak2023,,,58,17,0.12665346396071342,0.2246964897124307,0.09804302575171728,-0.3057225388378745,0.5327065789162059,0.40737433192836603,14,sample_id,Krzak2023,lodo,0.15251389965465845,-0.05447087390294117,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Krzak2023,,,58,17,0.11275596565290041,0.3011996445554728,0.1884436789025724,-0.2507788987425732,0.6655324407468718,0.5538296974165515,14,sample_id,Krzak2023,lodo,0.18134448557572372,0.007099193326848691,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Krzak2023,,,21,9,0.28353869438494755,0.2755658116231265,-0.007972882761821065,-0.7632797207863631,0.8229089958579929,0.5156983940653587,9,sample_id,Krzak2023,lodo,-0.007972882761821065,0.0,True
Goblet Cells,Goblet cells,negative_control,sample,Krzak2023,,,58,17,0.3029320895228207,0.09206152329138968,-0.21087056623143102,-0.6616779927277907,0.30093125742873283,0.009013152601319262,14,sample_id,Krzak2023,lodo,-0.2627410012120709,0.05187043498063987,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Krzak2023,,,58,17,0.2995707349972438,-0.08547995490896622,-0.38505068990621,-0.7375746861042598,0.003352534639291141,0.00029349854896096756,14,sample_id,Krzak2023,lodo,-0.36261525687609675,-0.02243543303011325,True
CD8 IEL,CD8 IEL,negative_control,sample,Krzak2023,,,32,11,0.6187757971905219,0.7772343645751548,0.15845856738463293,-0.7268584513451277,0.9277650859630856,0.8563971031450304,15,sample_id,Krzak2023,lodo,0.2636890042559594,-0.1052304368713265,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Krzak2023,,,27,8,-0.022793286947808127,0.05406210313613766,0.07685539008394579,-0.17402470256934577,0.40080513702956316,0.6267310066860972,13,sample_id,Krzak2023,lodo,0.08277409732187474,-0.00591870723792895,True
Paneth Cells,Paneth cells,negative_control,sample,Krzak2023,,,58,17,0.002774738933702699,-0.22653261801475266,-0.22930735694845536,-0.37182498822800314,-0.08585740206529227,0.00821259474843825,14,sample_id,Krzak2023,lodo,-0.22746175844066202,-0.001845598507793339,True
CD4 Tfr,Tfr,featured,sample,Lee2020,,,35,11,-0.34479636881744924,-0.4430808599873679,-0.09828449116991866,-0.414884916392494,0.15644518809814523,0.48679726081308616,15,sample_id,Lee2020,lodo,-0.08272730242480325,-0.015557188745115413,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Lee2020,,,20,9,-0.06994746541046311,0.041974052121634936,0.11192151753209804,-0.3090027515412113,0.5400623540266836,0.9806391324855327,8,sample_id,Lee2020,lodo,0.11730983099404514,-0.005388313461947097,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Lee2020,,,30,8,0.20362571518101147,-0.0832644329473761,-0.28689014812838753,-0.519169803200731,-0.07636348565317037,0.38872353317113606,13,sample_id,Lee2020,lodo,-0.26718707527804736,-0.019703072850340175,True
Tuft Progenitors,Tuft progenitors,featured,sample,Lee2020,,,68,17,-0.008593467075052976,-0.09728411346556329,-0.08869064639051032,-0.2865404379451158,0.14856476186351408,0.014960795972265808,14,sample_id,Lee2020,lodo,-0.08610899874308402,-0.0025816476474262995,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Lee2020,,,68,17,0.0772159349046177,0.2246964897124307,0.147480554807813,-0.27266599912923783,0.6198261298034247,0.5226620481804638,14,sample_id,Lee2020,lodo,0.15251389965465845,-0.00503334484684545,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Lee2020,,,68,17,0.12629063820665268,0.3011996445554728,0.17490900634882015,-0.2785249587366949,0.6463350809091005,0.5456179000270305,14,sample_id,Lee2020,lodo,0.18134448557572372,-0.006435479226903573,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Lee2020,,,20,9,0.3068707315097625,0.2755658116231265,-0.03130491988663603,-0.7918094183200256,0.7976219806763851,0.4819244595070734,8,sample_id,Lee2020,lodo,-0.007972882761821065,-0.023332037124814964,True
Goblet Cells,Goblet cells,negative_control,sample,Lee2020,,,68,17,0.3264833182449407,0.09206152329138968,-0.23442179495355103,-0.6425137579438873,0.281803181592801,0.0029759966555908362,14,sample_id,Lee2020,lodo,-0.2627410012120709,0.028319206258519858,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Lee2020,,,68,17,0.28819666775248654,-0.08547995490896622,-0.37367662266145274,-0.6986763967280559,0.014844807269039228,0.00011982194711023951,14,sample_id,Lee2020,lodo,-0.36261525687609675,-0.011061365785355992,True
