celltype,lineage,is_follicle_tlo,n_A,n_B,mean_CLR_A,mean_CLR_B,delta_CLR_B_minus_A,p_value,p_adj,neglog10_p_adj
Nonclassical Monocytes,myeloid,False,245,126,-0.7535188602469415,-0.440837904771072,0.3126809554758695,1.7096619649382438e-06,5.022132022006091e-06,5.29911187472244
GC B Dark Zone (GC B DZ),lymphoid,True,296,158,-0.4226959263593647,-1.2082546867108646,-0.7855587603514999,2.822978044460666e-06,8.041210187251594e-06,5.094678585816944
Plasma IGG,lymphoid,False,296,158,-1.3379891239388757,-0.7082623478983312,0.6297267760405445,3.1274188851344607e-06,8.64639338831292e-06,5.063165009088401
Secretory Progenitors,epithelial,False,267,104,0.84078338058847,0.3849708175488731,-0.45581256303959694,3.5756639437738634e-06,9.603211734706947e-06,5.017583495565955
CD4 Tfh,lymphoid,True,296,158,0.621270626002039,0.1944525409465613,-0.4268180850554777,5.0393102227011216e-06,1.3158198914830706e-05,4.880803552582368
Interstitial Cells of Cajal (ICC),stroma,False,140,81,-1.0214252787623597,-0.7152165902010869,0.3062086885612728,7.2342828704942685e-06,1.8378988914228683e-05,4.735678384193073
CD8 Memory Exhausted,lymphoid,False,296,158,-1.7163742230697743,-1.2737855940417797,0.44258862902799456,8.214585073350824e-06,2.032028939197309e-05,4.692070111326993
Cycling Macrophages,myeloid,False,245,126,0.08939088820632274,-0.1600887251996345,-0.24947961340595723,1.142096880225508e-05,2.7527463266973783e-05,4.560233808218571
Mid Villus Enterocytes,epithelial,False,267,104,1.5769137386249874,0.5274997563707325,-1.0494139822542548,1.572393651929689e-05,3.695125082034769e-05,4.43237085591109
Brunners Gland Cells,epithelial,False,267,104,-1.2709139389234614,-0.8651276609766765,0.4057862779467849,3.132309985729298e-05,7.18139362581839e-05,4.1437912681153675
ILC3,lymphoid,False,296,158,-0.572419968522636,-0.11667898214636348,0.4557409863762725,5.165865365808998e-05,0.00011561698675858234,3.936978353514555
CD4 Tfr,lymphoid,True,296,158,-0.8110020332145935,-1.0710841330459202,-0.2600820998313267,5.6320919076613056e-05,0.0001231201486791076,3.90967086872501
Foveolar Cells,epithelial,False,267,104,-1.284729966841491,-0.9866789580317624,0.2980510088097287,7.807982362818685e-05,0.00016680689593294462,3.7777859992395304
Mesenchymal Lymphoid Tissue Organizer Cells (mLTo Cells),stroma,True,140,81,-0.8416965776777555,-0.5535627148568568,0.2881338628208987,0.00010742893132407822,0.0002244071009880745,3.648963404674595
EEC Enterochromaffin (EC),epithelial,False,267,104,-0.33562727789953434,-0.6046585040461641,-0.2690312261466297,0.00011657709681677368,0.0002382227630603636,3.6230167424368833
Naive B,lymphoid,False,296,158,0.6006812177165053,0.0038721275703009943,-0.5968090901462043,0.00017799149190499066,0.0003559829838099813,3.448570761055353
Follicle Associated Resident Macrophages,myeloid,True,245,126,-0.10949557357206681,-0.531003915679975,-0.42150834210790816,0.00021488250219848075,0.0004208115668053582,3.3759123312813593
Neutrophils,myeloid,False,245,126,-0.841491226091332,-0.5824652415642043,0.25902598452712766,0.00025392698269970787,0.0004871252321178069,3.3123593742555353
CD8 Effector Memory,lymphoid,False,296,158,-0.164626326215164,0.31368336039228367,0.47830968660744766,0.0003404464020045819,0.000640039235768614,3.193793402023142
Follicular Dendritic Cells (fDC),stroma,True,140,81,-0.8728142356226444,-0.7066592176015812,0.16615501802106314,0.00038521336907294335,0.0007020042145647789,3.153660280524422
Mast Cells,myeloid,False,245,126,0.568248198724122,1.3815371960326954,0.8132889973085734,0.000388342756993282,0.0007020042145647789,3.153660280524422
Glia,stroma,False,140,81,0.4986977861929156,0.03676404828802763,-0.46193373790488795,0.0006036693649724436,0.0010521147997369336,2.977936870284799
Epithelial,epithelial,False,267,104,-1.1566059848215131,-0.9609774303270419,0.19562855449447125,0.0006044063743169619,0.0010521147997369336,2.977936870284799
CD4 tTreg,lymphoid,False,296,158,0.0609158348792033,-0.10272719771834325,-0.16364303259754656,0.0007317578043360592,0.001250640611047083,2.9028674729308253
Smooth Muscle Cells (SMC),stroma,False,140,81,-0.5107253546756547,-0.3287050169317148,0.18202033774393994,0.0009406695182063102,0.0015789809769891636,2.801623102188287
Plasma Cells,lymphoid,False,296,158,0.489553449875629,-0.2967013241787277,-0.7862547740543566,0.001359216957187405,0.002241515683782738,2.6494582180489283
Memory B,lymphoid,False,296,158,1.203537193066912,0.7355580148427058,-0.4679791782242063,0.003391480478131465,0.005496537326626857,2.259910818418952
CD8 Circulating Effector Memory,lymphoid,False,296,158,0.48996101690303623,0.8429396569502425,0.3529786400472063,0.003842868928510439,0.006122536936948835,2.2130685861191863
EEC S,epithelial,False,267,104,-1.0532545093058987,-0.8862603832233641,0.1669941260825346,0.004556411423324111,0.0071383778965411065,2.146400464780702
Goblet Cells,epithelial,False,267,104,1.622365624864313,1.2284229640282538,-0.3939426608360592,0.006648492488732429,0.01024521793345653,1.989478798971822
Tuft Cells,epithelial,False,267,104,0.09088578339152657,-0.059875852308609694,-0.15076163570013626,0.006790437923435877,0.010251656613849601,1.9892059492306602
NK Cells,lymphoid,False,296,158,-0.2326843620795102,0.18249201107337762,0.4151763731528878,0.006870791134814095,0.010251656613849601,1.9892059492306602
Tuft Progenitors,epithelial,False,267,104,-0.7125873377707166,-0.49862032731057315,0.21396701046014344,0.007256121068068716,0.010657427818725928,1.9723476000868996
Eosinophils,myeloid,False,245,126,-0.8386620539257813,-0.7025941453205568,0.13606790860522455,0.01166576841123228,0.016870495856243607,1.7728721524751518
Plasma IGA,lymphoid,False,296,158,0.052048186339532364,0.7374211712905275,0.6853729849509952,0.011867646411094215,0.01690240549458873,1.7720514836298782
Secretory Pericytes,stroma,False,140,81,-0.6832545991653464,-0.559924196018775,0.1233304031465714,0.01816057097508571,0.025479010024747117,1.5938174503218527
BEST4 Enterocytes,epithelial,False,267,104,-0.030926486011574283,-0.058020303646683126,-0.027093817635108843,0.019679267852567132,0.02720369379619574,1.5653721222014991
CD8 IEL,lymphoid,False,296,158,0.7465630389957713,1.222152243982309,0.4755892049865377,0.02429242217169784,0.03309402440782025,1.4802504171304027
migDC,myeloid,False,245,126,-0.40993706515477946,-0.5549884361710177,-0.14505137101623822,0.0432111384613043,0.05802638593375149,1.236374477822628
EEC N,epithelial,False,267,104,-0.6722400021555983,-0.7968258043634494,-0.12458580220785109,0.04498983903239217,0.05934137892954268,1.226642366099168
EEC L,epithelial,False,267,104,-0.7388015763180086,-0.5630574001349458,0.17574417618306282,0.04545297109496886,0.05934137892954268,1.226642366099168
CD4 Memory,lymphoid,False,296,158,1.264716904934806,1.650715432164912,0.3859985272301061,0.05066030240855035,0.06523381406032511,1.1855272286072327
CD4 Naive,lymphoid,False,296,158,0.024938159932898416,-0.11910181958880066,-0.14403997952169909,0.06808681524451743,0.0851638918069702,1.0697445004550377
Venular Endothelial,stroma,False,140,81,1.041095223251898,0.8683736205577789,-0.17272160269411907,0.0681302198621064,0.0851638918069702,1.0697445004550377
Enteroendocrine Cells (EEC),epithelial,False,267,104,-1.0502880936653183,-0.9341477351410882,0.1161403585242301,0.06885591252478442,0.0851638918069702,1.0697445004550377
CD4 pTreg,lymphoid,False,296,158,-0.2712832747692237,-0.37743172854057655,-0.10614845377135285,0.08036263172511487,0.09810503093715323,1.0083087209358395
Intestinal Stem Cells (ISC),epithelial,False,267,104,1.164447885499849,1.0018563787716617,-0.16259150672818734,0.13186322820812194,0.1589120955328649,0.7988430453775297
pDC,myeloid,False,245,126,-0.6720504166797385,-0.6224848018365944,0.049565614843144146,0.19278667230230728,0.22928149718722807,0.6396309910341846
Microfold Cells (M Cells),epithelial,False,267,104,-0.9814194458949369,-0.916970019639865,0.06444942625507188,0.19513318909551325,0.22928149718722807,0.6396309910341846
Monocyte Derived Dendritic Cells (MO DC),myeloid,False,245,126,-0.5004387644684343,-0.3788133006194669,0.12162546384896739,0.26120642607399447,0.30312844507352443,0.5183733082419686
CD8 TRM,lymphoid,False,296,158,1.9599750107907548,2.087984265533333,0.1280092547425784,0.2694755078262818,0.30891094799598157,0.5101666997594502
Tolerogenic cDC2,myeloid,False,245,126,-0.4355921682122819,-0.4091537075874642,0.026438460624817695,0.3524685873708632,0.3991812917212185,0.39882982082312113
MAIT Cells,lymphoid,False,296,158,-0.7481694002278432,-0.6812770730486236,0.06689232717921956,0.38636938919857855,0.4323657450555522,0.36414872110784346
CD8 Naive,lymphoid,False,296,158,-0.7840468175993878,-0.7863840771136507,-0.0023372595142628905,0.48564221449075295,0.5311727523155485,0.2747642111673545
Gamma Delta T Cells,lymphoid,False,296,158,-0.8862627531911427,-1.0305767505292653,-0.14431399733812267,0.4879946548594535,0.5311727523155485,0.2747642111673545
Fibroblastic Reticular Cells (FRC),stroma,True,140,81,-0.630445563109011,-0.6682207569940458,-0.03777519388503481,0.4916173345899225,0.5311727523155485,0.2747642111673545
NKT Cells,lymphoid,False,296,158,0.30517417582765083,0.4279028501423753,0.12272867431472445,0.5684430212668222,0.60720049998956,0.21666787949956956
Medullary Sinus Endothelial,stroma,True,140,81,-0.0326293025273792,-0.10504975712894715,-0.07242045460156796,0.7933247562780309,0.8373863269476551,0.07707413465527738
Marginal Reticular Cells (MRC),stroma,True,140,81,-0.5482977166789319,-0.6488551283778256,-0.10055741169889365,0.8017528662264783,0.8373863269476551,0.07707413465527738
Paneth Cells,epithelial,False,267,104,-0.7663570180295924,-0.8018415615321745,-0.03548454350258201,0.831008107453652,0.8584039791279482,0.06630827786723889
CD4 Th17,lymphoid,False,296,158,1.5838083439360127,1.6264189891317724,0.042610645195759744,0.9153765791638682,0.9312437281362084,0.030936639177887904
CD4 Tr1,lymphoid,False,296,158,-0.921915408184377,-0.9654012863094084,-0.04348587812503135,0.9213368799645466,0.9312437281362084,0.030936639177887904
EEC Progenitors,epithelial,False,267,104,-0.5948972358869201,-0.6256965786665348,-0.030799342779614713,0.9458630066587703,0.9458630066587703,0.024171759750886496
